,name,type,formed,location_x,stage,company,acquired,searchfund_index,searchWebsite,companyWebsite,industry,location_y,searchers,investors,associates,search time
601,West-Atlantic Partners  ,Traditional,2019-03-18,"Berkeley, CA, USA",Acquired,"PrecisionMed, Inc.",2021-01-18,1003,https://west-atlanticpartners.com/,https://www.precisionmed.com/,Healthcare,"Solana Beach, CA, USA","['Eric\xa0Leach', 'Anthony\xa0Runco']","['Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Scott\xa0Alderman', 'Rameez\xa0Ansari ', 'Steve\xa0Lau ']",[],672.0
602,"Spruce Grove Capital, LLC  ",Traditional,2019-05-10,"Toronto, ON, Canada",Acquired,CarData,2021-01-30,1129,https://sprucegrovecapital.com/,http://www.cardataconsultants.com,Software,"Oakville, ON, Canada","['Michael\xa0Levine', 'Sheret\xa0Ross']","['Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Steve\xa0Lau ', 'Rameez\xa0Ansari ', 'Alex\xa0Gelman', 'Josh\xa0LeBrun', 'Jan\xa0Simon', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Brad\xa0Brown', 'Paul\xa0Davies', 'Natalie\xa0Cryer', 'Rene\xa0Lajous', 'Glen\xa0Silvestri', 'Kent\xa0Weaver', 'Mario\xa0Nigro', 'Mark\xa0Egan ', 'Matthew\xa0Burr', 'Sara\xa0Rosenthal', 'Gerald\xa0Risk', 'Neal\xa0Jacobs']",[],631.0
603,BOGO Inversión  ,Traditional,2019-09-01,"Madrid, España",Acquired,Grupo NortConsulting,2021-01-31,976,,https://www.nortconsulting.com/,,"Madrid, Spain",['Borja\xa0Goenechea'],"['Peter\xa0Schober', 'José\xa0Moreno', 'Kent\xa0Weaver', 'Mark\xa0Egan ', 'Bill\xa0Egan ', 'Jose\xa0M Cabiedes ', 'Luis\xa0Cabiedes']","['Patricia\xa0Triay', 'Rosario\xa0Beccar Varela', 'Alvaro\xa0Iglesias', 'Javier\xa0Fuentes Saez']",518.0
604,Legacy Ventures  ,Traditional,2018-12-29,"New York, NY, USA",Search,,2021-02-01,1149,https://www.legacyven.com,,,,"['Daniel\xa0Klein', 'Michael\xa0Kaufman ', 'Naftali\xa0Hazony']",[],[],765.0
605,KKH Capital Partners  ,Traditional,2019-05-01,"New York City, New York, USA",Acquired,Stealth Mode Startup,2021-02-01,2086,https://www.kkhcap.com/,https://www.mindsight.ai/,Technology,"New York City, New York, USA",['Naftali\xa0Hazony'],[],[],642.0
606,Brockhurst Capital Partners  ,Traditional,2019-06-12,"Chicago, IL, USA",Acquired,"LexShares, Inc.",2021-02-01,1173,https://www.brockhurstcapitalpartners.com/,https://www.lexshares.com/,Finance,"Boston, Massachusetts, United States",['Cayse\xa0Llorens'],['Mark\xa0Sinatra'],['Laura\xa0Ma '],600.0
607,Blue Cord Capital  ,Traditional,2020-07-01,"Florida, USA",Acquired,Express Trailers,2021-02-01,1823,www.bluecordcapital.com,www.expresstrailersfl.com,Transportation,,['John\xa0Hubbard'],['Sam\xa0Rosati'],[],215.0
608,Crosswalk Capital  ,Traditional,2019-12-18,"Minneapolis, MN, USA",Acquired,"Earth Development, Inc",2021-02-01,1324,www.crosswalkcapital.com,https://earthdevelopmentinc.com/,Business Services,"Green Bay, Wisconsin, United States",['Eddy\xa0Zakes'],"['Guillermo\xa0Zambrano', 'Angel\xa0Alvarez Cadavieco', 'Javier\xa0Paez', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Bill\xa0Egan ', 'Mark\xa0Egan ', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Natalie\xa0Cryer', 'Craig\xa0Burr ', 'Matthew\xa0Burr', 'Richard\xa0Augustyn', 'Lawrence\xa0Dunn ', 'Tiffany\xa0Augustyn', 'Hunter\xa0trust ', 'John\xa0Shoaf', 'Tushar\xa0Shah', 'Daniel\xa0Turkel ', 'Alon\xa0Amar', 'Jojo\xa0Rabinowitz ', 'Aryeh\xa0Mernick ', 'Mark\xa0Anderegg', 'Peter\xa0Schober', 'Jamie\xa0Turner ', 'Sandro\xa0Mina', 'Stephanie\xa0Warner ', 'Felipe\xa0Corcuera', 'Warren\xa0Chan', 'Clement\xa0Lucas', 'Cecilia\xa0Lulli', 'Rob\xa0Johnson ', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Will\xa0Thorndike']",[],411.0
609,Mahway Investments  ,Traditional,2020-01-01,"Los Angeles, CA, USA",Acquired,Sophros Recovery,2021-02-01,1479,http://www.mahway.com/,https://sophrosrecovery.com/,Healthcare,"Jacksonville, Florida, United States","['David\xa0Mah', 'Nick\xa0Padlo']",['Zack\xa0Huffstutter'],[],397.0
610,Reserv Equity Partners  ,Self Funded,2019-06-01,"Atlanta, GA, USA",Acquired,,2021-02-09,1465,http://reservequitypartners.com/,,Transportation,,"['Brian\xa0Boland', 'Wendy\xa0Ho ', 'Onu\xa0Okebie ', 'Onu\xa0Okebie']",[],[],619.0
611,Parkhill Capital  ,Traditional,2020-04-01,"1031 S Broadway, Los Angeles CA",Acquired,DSD Partners,2021-02-12,1347,www.parkhillcap.com,www.dsdpartners.com,Technology,"Richmond, Virginia, USA",['Mark\xa0Devooght'],[],[],317.0
612,Blue Cord Capital  ,Self Funded,2020-07-01,"Tampa, FL, USA",Acquired,Express Trailers,2021-02-19,1505,www.bluecordcapital.com,www.expresstrailersfl.com,Manufacturing,"Clearwater, FL, USA",['John\xa0Hubbard'],['Sam\xa0Rosati'],[],233.0
613,Alerce Capital Partners  ,Traditional,2020-01-01,"London, UK",Acquired,Greenfingers Group,2021-03-01,2028,https://www.alerce.co.uk/,https://www.greenfingers-group.co.uk/,Business Services,"Lancashire, UK","['Daniel\xa0Serdio', 'Jose\xa0Villegas']",[],[],425.0
614,PPR Capital  ,Self Funded,2020-06-01,"Melbourne VIC, Australia",Acquired,Smokeshield,2021-03-01,1426,http://pprcapital.com/,https://smokeshield.com.au/,Wholesale,"Melbourne VIC, Australia","['Nikita\xa0Gossain', 'Jake\xa0Smorgon ']",[],[],273.0
615,abcd  ,Self Funded,,"Sydney NSW, Australia",Acquired,Rhinoplay,2021-03-01,1993,,https://www.rhinoplay.com.au/,,"Sydney New South Wales, Australia",['Henry\xa0Greenacre'],[],[],
616,Bloom Venture Partners  ,Traditional,2020-01-01,"Toronto, ON, Canada",Acquired,Viostream,2021-03-01,1830,https://www.bloomvp.com/,https://viostream.com/,Software,"Sydney NSW, Australia","['Jay\xa0Vasantharajah', 'Bart\xa0Macdonald']","['Andy\xa0Preikschat', 'Steve\xa0Ressler']",[],425.0
617,Kent Business Investors  ,Traditional,2019-06-01,"Ashford, UK",Acquired,Index Enclosures Ltd,2021-03-01,1848,,http://atex-enclosure.com/,Manufacturing,"Ashford, UK",['Alex\xa0Pawle'],[],[],639.0
618,"Armatage Capital, LLC  ",Traditional,2018-10-31,"Minneapolis, MN, USA",Acquired,Meridian Title Company,2021-03-05,918,www.armatagecapital.com,www.meridiantitle.com,Insurance,"South Bend, IN, USA",['Randy\xa0Rempp'],"['David\xa0Carver', 'Jim\xa0Edmunds', 'Rich\xa0Kelley', 'Todd\xa0Tracey', 'Larry\xa0Dunn', 'Richard\xa0Augustyn', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler']",[],856.0
619,Seneca Trails Capital  ,Traditional,2019-07-25,"Houston, TX, USA",Acquired,Lion Industrial Resources,2021-04-01,1194,https://senecatrailscapital.com/,https://www.lionyes.com/,Business Services,"Channelview, Texas, United States",['Vik\xa0Bakshi'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Paul\xa0Davies', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Will\xa0Thorndike', 'Mark\xa0Hilderbrand ', 'Kurt\xa0Leedy', 'Kyle\xa0Coots', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Joel\xa0Peterson', 'Jeff\xa0Reamer', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'Sara\xa0Rosenthal', 'Badge\xa0Stone', 'Macon\xa0Carroll', 'Rameez\xa0Ansari ', 'Steve\xa0Lau ', 'Lucas\xa0Braun', 'Ryan\xa0Robinson ', 'Peter\xa0Kelly', 'Trevor\xa0Forbes', 'Troy\xa0Porras', 'Doug\xa0Tudor ', 'A.J.\xa0Wasserstein', 'Kent\xa0Weaver']",[],616.0
620,Banyan Capital  ,Self Funded,2020-05-01,"London, UK",Acquired,,2021-04-22,1557,,,,,['Dhaval\xa0Shah'],[],[],356.0
621,"Veritas Capital Management, LLC ",Traditional,2016-07-01,"Rocky Mount, North Carolina, United States",Acquired,"Simmons & Harris, Inc",2021-05-01,1970,,http://www.simmonsandharris.com/,Real Estate,,['Benton\xa0Moss'],[],[],1765.0
622,Succession Management Capital  ,Self Funded,,"Redwood City, CA, USA",Acquired,AMM Fencing,2021-05-01,1669,https://www.successionmanagementcapital.com,https://www.ammfencing.com/,Construction,"Pleasanton, California, United States","['Leland\xa0Char', 'Matthew\xa0Wong']",[],[],
623,LML Capital  ,Traditional,,"San Francisco, CA, USA",Acquired,Ward Road Pharmacy,2021-05-03,1939,https://lmlcap.com/,http://wardroadrx.com/,Healthcare,"Denver, CO, USA",['Lance\xa0Barnard'],[],[],
624,HCM Mirai  ,Self Funded,2021-05-12,"Derby, UK",Acquired,Anglian Lifts Ltd,2021-05-14,2056,,www.anglian-lifts.co.uk,Healthcare,"Peterborough, UK",['Oliver\xa0Mellor'],[],[],2.0
625,West Fourth Partners  ,Traditional,2020-04-13,"Austin, TX, USA",Acquired,"Axero Solutions, LLC.",2021-07-01,1424,www.westfourthpartners.com,https://axerosolutions.com/,Technology,"San Diego, California, United States","['Adam\xa0Ilowite', 'Michael\xa0Upex']","['Scott\xa0Alderman', 'Jeff\xa0Stevens', 'Isabelle\xa0King', 'David\xa0Dodson', 'Susan\xa0Pohlmeyer', 'Tushar\xa0Shah', 'Stephen\xa0Clearman', 'Will\xa0Thorndike', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Todd\xa0Tracey', 'David\xa0Carver', 'Andy\xa0Love', 'Brad\xa0Buser', 'Guillermo\xa0Zambrano', 'Angel\xa0Alvarez Cadavieco']",['Hendrik\xa0de Ruiter '],444.0
626,Trucking industry ,Traditional,2017-12-26,"3200 guasti road, Ontario ca 91761",Acquired,,2021-07-26,1846,Xecuit.com,,Transportation,"Florida, USA",['Corey\xa0Mitchell'],[],[],1308.0
627,"Sycamore Ridge Capital Partners, LLC  ",Self Funded,2017-02-01,"Chicago, IL, United States",Search,,,512,Www.Sycamoreridgecapital.com,,,,"['Benjamin\xa0Fehr', 'Eric\xa0Ercu Kocer']","['John ""Jack""\xa0Neal', 'Gokce\xa0Kabatepe ', 'Vice\xa0Admiral William ', 'Fatih\xa0Isbecer ', '\xa0John P. McDaniel ']",[],
628,Timothy Fund  ,Self Funded,2020-09-01,"Newport Beach, CA, USA",Explore,,,1536,www.timothy-fund.com,,,,['Jon\xa0Porter'],[],[],
629,Akkadian Investments  ,Traditional,2020-05-01,"London, UK",Search,,,1792,www.akkadianinvestments.co.uk,,,,['Zaid\xa0Alissa Almaliki'],[],[],
630,Vitta Capital  ,Traditional,,"São Paulo, SP, Brasil",Raise,,,2048,,,,,"['Tammara\xa0Berezovsky', 'Victor\xa0Marconato']",[],[],
631,Omni Capital  ,Traditional,2018-01-02,"São Paulo - SP, Brasil",Explore,,,769,,,,,['Carlos\xa0Teixeira'],[],[],
632,Eagle Peak Capital Partners  ,Traditional,2019-10-18,"Miami, FL, USA",Search,,,1281,eaglepeakcap.com,,,,['Robert\xa0Knauer'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Sandro\xa0Mina', 'Martin\xa0Steber']",[],
633,Tangineered Capital  ,Traditional,2020-08-01,"Bristol, UK",Explore,,,1793,https://www.tangineeredcapital.com/,,,,"['Eric\xa0James', 'Chin\xa0Tan']",[],[],
634,Domino Park Capital LLC  ,Self Funded,2021-06-16,"Brooklyn, NY, USA",Search,,,2049,https://dominoparkcap.com/,,,,['John\xa0Roberts'],[],[],
635,Malleus Capital  ,Self Funded,2018-01-01,"Boston, MA, United States",Explore,,,514,,,,,['Lawrence\xa0Li'],[],[],
636,Ellison Road Capital  ,Traditional,2019-11-15,"Atlanta, GA, USA",Explore,,,1282,www.ellisonroad.com,,,,['Adrian\xa0Vann'],[],[],
637,Sandalwood ,Traditional,,"Panama City, Panama",Explore,,,1538,,,,,['Graciela\xa0Arango'],[],[],
638,Novastone Capital Advisors - EIR Erick Azen  ,Traditional,2021-01-01,"Berlin, Germany",Search,,,1794,https://www.novastone-ca.com/searcher-erick-en.php,,,,['Erick\xa0Azen'],"['Elena\xa0Trukhina', 'Christian\xa0Malek']",[],
639,"Oak Legacy Management, LLC  ",Traditional,2021-06-01,"Dallas, TX, USA",Search,,,2050,https://www.oaklegacy-us.com/,,,,['Tom\xa0Fenton'],[],[],
640,"Cardinal Bridge, LLC  ",Single Sponsor,2017-10-01,"New York, United States",Search,,,771,http://www.cardinalbridgellc.com/,,,,['Katie\xa0Burton'],['Shannon\xa0Jones'],[],
641,Umbrella Growth ,Traditional,,"Tampa, FL, USA",Explore,,,1283,,,,,['Thomas\xa0Shankle'],[],[],
642,New Horizon Capital Partners  ,Traditional,2019-07-01,"Austin, TX, USA",Search,,,1539,www.newhorizoncap.com,,,,['Isaac\xa0Taylor'],[],[],
643,The Syndicate  ,Self Funded,2019-07-01,"Sydney NSW, Australia",Search,,,1795,,,,,['Kresant\xa0Mahilall'],"['Kat\xa0JY Chen ', 'John\xa0Lee ', 'Onur\xa0Demir']",[],
644,Perspectiva Capital  ,Traditional,2017-11-09,"Madrid, Spain",Inactive,,,516,inactive: perspectivacapital.com,,,,['Carlos\xa0Sotelo Garcia'],"['León\xa0Bartolomé ', 'Jose\xa0M Cabiedes ', 'Frank\xa0Kenny ', 'Jürgen\xa0Rilling ', 'Jan-Henning\xa0Woitschatzke', 'Jorge\xa0Maortua ', 'Marcelo\xa0Castro Zappa', 'Miguel Angel\xa0Cestero de Francisco ']",[],
645,Umbrella Growth ,Traditional,,"Tampa, FL, USA",Explore,,,1284,,,,,['Thomas\xa0Shankle'],[],[],
646,Margen Capital  ,Traditional,2020-08-17,"Sierra Leona 125, Mexico City, CDMX, Mexico",Search,,,1540,https://www.margencapital.com/,,,,"['Genaro\xa0Marquez', 'Marcos\xa0Alcocer']",[],[],
647,Valor Capital  ,Traditional,2020-12-07,"Lima, Perú",Raise,,,1796,valorcapitalsac.com,,,,['Raul\xa0Jacob'],[],[],
648,Volalte  ,Traditional,2021-03-01,"Barcelona, Spain",Search,,,2052,https://volalte.com/,,,,"['Arnau\xa0Llopart', 'Marc\xa0Ramon Hielga']",[],[],
649,31st Capital Group  ,Traditional,2017-03-13,"Washington, DC, United States",Raise,,,517,https://www.31stcap.com/,,,,['David\xa0Stevens'],"['Sandro\xa0Mina', 'Martin\xa0Steber', 'Peter\xa0Schober']",[],
650,Redwood Growth Partners  ,Traditional,2017-11-01,"Berkeley, California, United States",Search,,,773,http://www.redwoodgrowthpartners.com/,,,,['Arun\xa0Shekar'],"['Mahesh\xa0Rajasekharan', 'J.T.\xa0Fitzgerald', 'Sam\xa0Duprey ', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Nicolas\xa0Lulli', 'Alfonso\xa0Blohm', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'Blake\xa0Winchell ', 'Brad\xa0Brown', 'Doug\xa0Tudor ', 'Bradford\xa0Freeman ', 'Ronald\xa0Spogli ', 'Graham\xa0Weaver', 'Mike\xa0Rozenfeld', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell"", 'Peter\xa0Schober', 'Ted\xa0McCarthy', 'Tushar\xa0Shah', 'Will\xa0Thorndike', 'Brett\xa0Byers ']",[],
651,D´Ella Capital  ,Traditional,2019-09-01,"Madrid, Spain",Search,,,1029,http://www.dellacapital.es/,,,,['Meriyeny\xa0Del Carmen'],[],[],
652,Eagle Leaf Group  ,Self Funded,2019-10-21,"Herndon, VA, USA",Explore,,,1285,www.eagleleafgroup.com,,,,['Atul\xa0Kannan'],[],[],
653,MB Capital  ,Traditional,,"London, UK",Explore,,,1541,,,,,['Avinash\xa0Bajaj'],[],[],
654,Clearfork Capital Partners LLC  ,Self Funded,2021-06-02,"Fort Worth, Texas, United States",Search,,,2053,https://www.clearforkcp.com/,,,,['Andrew\xa0Hicks'],[],[],
655,Link Search Partners  ,Self Funded,2016-05-05,"New York, NY, United States",Inactive,,,6,www.linksearchpart.com,,,,['Josh\xa0Bilmes'],"['Isaac\xa0Chalal ', 'Timur\xa0Colak ', 'Ralph\xa0Lawson ', ""David\xa0O'Shaughnessey"", 'Maja\xa0Silwinski ', 'Clint\xa0Smith ', 'William  ""Bill""\xa0Wallach ']",[],
656,Silicon Hills Capital  ,Traditional,,"Austin, TX",Raise,,,774,,,,,['Frankie\xa0Arvelo'],[],[],
657,Ravine Capital  ,Traditional,2018-01-01,"New York, NY, USA",Search,,,1030,https://ravine-capital.com/t,,,,['Jordan\xa0Rose'],"['David\xa0Carver', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Todd\xa0Tracey', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Joel\xa0Peterson', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Badge\xa0Stone', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell"", 'Jason\xa0Pananos', 'Matt\xa0Estep', 'Chris\xa0Lueck', 'Ned\xa0Tomasevic', 'Harold\xa0Mottet', 'Kent\xa0Weaver', 'Jay\xa0Davis', 'Alex\xa0Gelman', 'Andrew\xa0Saltoun ', 'David\xa0Lazier', 'Tom\xa0Cassutt']",[],
658,Atmosphere  ,Traditional,2020-04-03,CA,Explore,,,1542,www.atmospherecompanies.com,,,,['Ben\xa0Jacobs'],[],[],
659,SL Mercury Partners ,Self Funded,2021-01-11,"London, UK",Search,,,1798,www.slmercurypartners.com,,,,"['Ola\xa0Lawal', 'Antonio\xa0Sabatini']",[],[],
660,Broadtree Partners  ,Traditional,2017-06-20,"Charlotte, NC, USA",Search,,,2054,https://broadtreepartners.com/,,,,"['Bryan\xa0Hadley', 'Fan\xa0Dai']",[],[],
661,2Mc Search Fund  ,Traditional,2019-01-01,"Valencia, Spain",Search,,,1031,,,,,['Nicasio\xa0Miralles Tortosa'],['Santiago\xa0Perez Teuffer'],[],
662,Hummingbird Search Partners  ,Traditional,2019-09-01,"Charleston, SC, USA",Search,,,1287,https://www.hummingbirdsearchpartners.com,,,,"['Jessie\xa0Qian', 'Sunny\xa0Webb']","['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Scott\xa0Alderman', 'Luke\xa0Hedlund', 'David\xa0Dodson', 'Susan\xa0Pohlmeyer', 'Andrew\xa0Hunter ', 'Lacey\xa0Wismer', 'Kyle\xa0Coots', 'Kurt\xa0Leedy', 'Carlos\xa0Saez', 'Joel\xa0Peterson', 'Tom\xa0Cassutt', 'David\xa0Lazier', 'Sara\xa0Rosenthal', 'Badge\xa0Stone', 'Macon\xa0Carroll', 'Alex\xa0Gelman', 'Doug\xa0Tudor ', 'Richard\xa0Lin', 'Jon\xa0Staenberg']",[],
663,Gentleman Of Technology  ,Self Funded,2019-01-31,"Denver, CO, USA",Explore,,,1543,gentof.tech,,,,['Michael\xa0Greenberg'],[],[],
664,Blue Glass Capital  ,Traditional,,"Cambridge, MA",Raise,,,1799,,,,,['Toby\xa0Kearn'],[],[],
665,"Service Capital Ventures, LLC  ",Self Funded,2021-06-01,"San Antonio, TX, USA",Search,,,2055,https://servicecapventures.com/,,,,['Daniel\xa0McCarty'],[],[],
666,Level Hands  University of Virginia,Self Funded,2016-01-01,"Portland, OR, United States",Search,,,8,www.levelhands.com,,,,['Matt\xa0Kittredge'],['Jim\xa0Sharpe'],[],
667,Mont Vista Partners  University of Pennsylvania - The Wharton School,Traditional,2011-07-01,"Toronto, ON, Canada",Inactive,,,264,,,,,['Rehmann\xa0Rayani '],"['Bill\xa0Egan ', 'Peter\xa0Kelly', 'Bob\xa0Oster ', 'Gerald\xa0Risk']",[],
668,Andino Ventures  ,Traditional,2011-11-01,"Bogota - Bolivar, Colombia",Inactive,,,520,,,,,['Michael\xa0Shoemaker '],[],[],
669,Navega Capital  ,Traditional,2018-12-03,"Madrid, España",Search,,,1032,,,,,['Rafael\xa0Moreno'],['José\xa0Moreno'],[],
670,Latitud Capital  ,Traditional,2019-10-24,"Monterrey, Nuevo Leon, Mexico",Search,,,1288,https://www.latitudcapital.com/,,,,"['Pedro\xa0Eguren', 'Isauro\xa0Reyna']","['Sandro\xa0Mina', 'Martin\xa0Steber', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Guillermo\xa0Zambrano', 'Angel\xa0Alvarez Cadavieco', 'Jan\xa0Simon', 'Macon\xa0Carroll', 'Badge\xa0Stone', 'Stephen\xa0Clearman', 'Tushar\xa0Shah']",[],
671,Single Trail Capital  ,Traditional,2020-06-11,"Brisbane QLD, Australia",Search,,,1544,www.singletrailcapital.com,,,,['Greg\xa0Green'],['Ben\xa0Lee'],[],
672,Olive Coast Partners  ,Self Funded,2021-02-01,"Boston, Massachusetts, United States",Search,,,1800,https://olivecoastpartners.com,,,,"['Max\xa0Doubenski', 'Spencer\xa0Moss']",[],[],
673,Infinite Venture  ,Self Funded,2015-10-20,"Boston, MA, United States",Inactive,,,9,NOT ACTIVE: www.infinite-venture.com,,,,['Tom\xa0Ames'],[],[],
674,Montague Street Private Partners  ,Self Funded,2017-08-01,"New York, United States",Search,,,777,,,,,"['Brandon\xa0Greenblatt', 'Jake\xa0Greenblatt']",[],[],
675,Southwood Investment Partners  ,Traditional,2018-01-01,"Atlanta, GA, USA",Search,,,1033,https://network.axial.net/company/southwood-investment-partners,,,,"['Krisen\xa0Shambarger ', 'Drew\xa0Shambarger ']",[],[],
676,Ascendis Capital  ,Traditional,2019-09-10,"Valle del Campestre, San Pedro Garza García, N.L., México",Search,,,1289,http://ascendiscapital.com/,,,,"['J. Manuel\xa0Nuñez', 'José Eduardo\xa0Pérez Beltrán', 'Guillermo\xa0Farias ']",['Felix\xa0Cardenas '],[],
677,TBC,Self Funded,,"Melbourne VIC, Australia",Explore,,,1545,,,,,[],[],[],
678,Coniston Peak,Self Funded,2020-11-20,"London, UK",Search,,,1801,https://www.conistonpeak.com,,,,[],[],[],
679,Suncordy Pacific  ,Self Funded,2020-09-01,"Vancouver, British Columbia, Canada",Search,,,2057,https://www.suncordypacific.com/,,,,['Jack\xa0Rong'],[],[],
680,Gold Coast Partners  Harvard University - Harvard Business School,Traditional,2016-05-01,"Accra, Ghana",Raise,,,10,www.goldcoastventurepartners.com,,,,"['Mike\xa0Nkansah', 'Wilson\xa0Kyeremeh ']",[],[],
681,Crimson Leaf  ,Traditional,2017-10-01,"Manhattan Beach, CA, United States",Search,,,778,http://www.crimsonleafcapital.com/,,,,['Dustin\xa0Mann'],"['Will\xa0Thorndike', 'Jim\xa0Wilder', 'Joe\xa0Niehaus', 'Mark\xa0Hilderbrand ', 'Joel\xa0Peterson', 'Aaron\xa0Gabbart', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'David\xa0Carver', 'Todd\xa0Tracey', 'Sara\xa0Rosenthal', 'Jim\xa0Ellis', 'Gerald\xa0Risk', 'Kevin\xa0Taweel', 'Bret\xa0Comolli', 'Badge\xa0Stone', 'Ed\xa0Weisiger ', 'Macon\xa0Carroll', 'Matthew\xa0Burr', 'Craig\xa0Burr ', 'Tom\xa0Cassutt', 'NEIL\xa0CHHEDA ', 'Robert\xa0Dahl ', 'Jay\xa0Davis', 'David\xa0Lazier', 'TYLER\xa0LEVIN ', 'Tim\xa0Ludwig', 'Harold\xa0Mottet', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell"", 'Jason\xa0Pananos', 'Andrew\xa0Saltoun ', 'SEAN\xa0SLOVENSKI ', 'Alex\xa0Stavros', 'Rick\xa0Taketa', 'JUSTIN\xa0TREITZ ', 'Doug\xa0Tudor ', 'Kent\xa0Weaver']",[],
682,Anodize Capital Partners  ,Traditional,2018-01-01,"Scottsdale, AZ, USA",Search,,,1034,https://www.anodizecapitalpartners.com/,,,,['Paul\xa0Harraka'],"['Scott\xa0Alderman', 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'David\xa0Carver', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Todd\xa0Tracey']",[],
683,Vivus Consultancy Limited  ,Self Funded,2018-10-01,"California, USA",Search,,,1546,,,,,['Rajal\xa0Patel'],[],[],
684,Niemeier Unternehmens Nachfolge  ,Traditional,2021-02-01,"Frankfurt, Germany",Search,,,1802,https://niemeier.partners,,,,['Markus\xa0Niemeier'],[],[],
685,CAM Transitions  ,Traditional,2021-01-01,"Charlotte, North Carolina, United States",Search,,,2058,,,,,['Jalen\xa0Ross'],"['Kyle\xa0Coots', 'Joel\xa0Peterson', 'Ed\xa0Weisiger ']",[],
686,Marlton Capital  ,Traditional,2018-03-01,"Chicago, IL, United States",Search,,,11,https://www.marltonllc.com/,,,,['James\xa0Elbaor'],['James\xa0Futrell '],[],
687,Longview Capital & Management,Traditional,1996-07-01,"San Francisco, CA, United States",Inactive,,,267,,,,,['Joe\xa0Welsh '],[],[],
688,Kilimanjaro Capital  ,Traditional,2020-03-26,"São Paulo, State of São Paulo, Brazil",Search,,,1291,www.kilimanjarocapital.com.br,,,,['Artur\xa0Martins'],[],[],
689,Duhau Capital  ,Traditional,2020-08-03,"Mexico City, CDMX, México",Raise,,,1547,http://www.duhaucapital.com/,,,,['Santiago\xa0Estevez'],[],[],
690,93North Capital  ,Self Funded,2021-01-01,"Boston, MA, USA",Search,,,1803,https://www.93northcapital.com/home,,,,['Caleb\xa0Donnelly'],[],[],
691,Ellery Partners  ,Traditional,2020-01-01,"Chicago, Illinois, United States",Search,,,2059,https://www.ellerypartners.com/,,,,['Jalen\xa0Ross'],[],[],
692,Anoakia Partners  ,Traditional,2017-01-01,"New York, NY, United States",Inactive,,,524,www.anoakiapartners.com,,,,['Jonathan\xa0Lee'],"['Paul\xa0Davies', 'Jeff\xa0Stevens', 'Michael\xa0Miles', 'Scott\xa0Alderman', 'Ashley\xa0Giesler', 'Rene\xa0Lajous', 'Carlos\xa0Saez', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Mark\xa0Anderegg', 'Neil\xa0Auerbach', 'Richard\xa0Augustyn', 'Brad\xa0Brown', 'Matthew\xa0Burr', 'Wilson\xa0Chang', 'David\xa0Dodson', 'Larry\xa0Dunn', 'Joshua\xa0Goldberg ', 'Joe\xa0Niehaus', 'Susan\xa0Pohlmeyer', 'Peter\xa0Schober', 'Greg\xa0Matthews', 'Grant\xa0Schafle']",[],
