,name,type,formed,Search Location,stage,company,acquired,Searchfund Index,searchWebsite,companyWebsite,industry,Acquistion Location,searchers,investors,associates,Search Length,search long,search lat,acquisition lat,acquisition long,Miles Between Search and Acquisiton
1783,Captiva Partners  London Business School,Self Funded,2013-11-11,"London, United Kingdom",Search,,,225,http://www.captiva-uk.com/,,,,"'Harry Cuadrado ', 'Hans Weemaes'",,,,-0.1276474,51.5073219,NaN,NaN,NaN
1784,Quantico Capital Partners  ,Traditional,2018-04-01,"Buenos Aires, CABA, Argentina",Search,,,737,www.quanticocapitalpartners.com,,,,'Bernardo Loitegui',"'Jorge Maortua ', 'Miguel Angel Cestero de Francisco ', 'Daniel Palacios', 'Alfredo Irigoin ', 'Carlos Herminio Blaquier ', 'Tushar Shah', 'Mark Egan ', 'Bill Egan ', 'Rajesh Sood ', 'Jose M Cabiedes ', 'Scott Asen', 'Peter Schober', 'Jan Simon', 'Jos Moreno', 'Francisco Galiana ', 'Jos M. Jerz ', 'Marcelo Castro Zappa', 'Miguel  Albero ', 'Simon Webster'",,,-58.4370894,-34.6075682,NaN,NaN,NaN
1785,Creo  ,Traditional,2018-11-15,"New York, NY, USA",Explore,,,993,,,,,'Sadia Sharmin',,,,-74.0060152,40.7127281,NaN,NaN,NaN
1786,Henley Park Capital - Search  ,Traditional,2019-08-27,"Washington D.C., DC, USA",Raise,,,1249,,,,,'Otis Ofori',,,,-77.0365581,38.8949924,NaN,NaN,NaN
1787,Aldrich Holdings  ,Self Funded,,"Huntsville, AL, USA",Search,,,1761,www.aldrichholdings.com,,,,'Brock Wilson',,,,-86.5859011,34.729847,NaN,NaN,NaN
1788,Kingsway CAP II  ,Single Sponsor,2021-06-01,"Atlanta, GA, USA",Search,,,2017,http://www.kingsway-financial.com/,,,,'Charles Mokuolu',,,,-84.3902644,33.7489924,NaN,NaN,NaN
1789,Lomba Capital  ,Traditional,2015-10-10,"Barcelona, Spain",Inactive,,,226,http://lombacapital.com/,,,,'Ricky Velilla Flores',"'Jos Stella', 'Jose M Cabiedes ', 'Rob Johnson ', 'Frank Kenny ', 'Len Bartolom ', 'Carlos Gila', 'Coley Andrews', 'Francisco Galiana ', 'Jrgen Rilling ', 'Jos M. Jerz ', 'Jorge Maortua ', 'Marcelo Castro Zappa', 'Simon Webster', 'Miguel Angel Cestero de Francisco ', 'Jim Southern', 'Sandro Mina', 'Martin Steber', 'Miguel  Albero ', 'Will Thorndike'",'Jean Paul Destarac',,2.1774322,41.3828939,NaN,NaN,NaN
1790,Amroth Capital  ,Self Funded,2017-06-03,"Baulkham Hills NSW 2153, Australia",Search,,,738,https://www.amrothcapital.com/,,,,'Brett Mather',,,,150.9914041,-33.7611198,NaN,NaN,NaN
1791,Crestone Analytics  ,Self Funded,2018-11-17,"Denver, CO, USA",Search,,,994,,,,,'Ram Balakumar',,,,-104.9848623,39.7392364,NaN,NaN,NaN
1792,Brackenwell LLC  ,Traditional,2019-05-16,"Vermont, USA",Explore,,,1250,www.brackenwell.com,,,,'Anne Marie Pecha',,,,-72.5002608,44.5990718,NaN,NaN,NaN
1793,Ancora Capital  ,Traditional,2020-08-01,"Monterrey, Nuevo Leon, Mexico",Explore,,,1506,www.ancora-capital.com,,,,'Diego Rodriguez  ',,,,-100.315258,25.6802019,NaN,NaN,NaN
1794,Big Cove  ,Traditional,2020-02-03,"Atlanta, GA, USA",Search,,,1762,https://www.bigcovepartners.com/,,,,'Bill Igou ',"'Kent Weaver', 'Rameez Ansari ', 'Steve Lau ', 'Coley Andrews', 'Jim Southern', 'Scott Alderman', 'Ed Weisiger ', 'Badge Stone', 'Brad Brown', 'Mark Selcow ', 'Matt Glickman ', 'Rick Gustafson ', 'Lucas Braun', 'Mahesh Rajasekharan', 'G.J. King ', 'Will Bressman'",,,-84.3902644,33.7489924,NaN,NaN,NaN
1795,Ferrite Capital  ,Self Funded,2021-05-01,"Detroit, MI, USA",Search,,,2018,https://ferritecapital.com/,,,,'Hugo Fritsch',,,,-83.0466403,42.3315509,NaN,NaN,NaN
1796,Succession Associates  Handelshochschule Leipzig,Traditional,2015-09-09,"Frankfurt am Main, Germany",Search,,,227,http://www.succession-associates.de/,,,,'Kilian Lamprecht',"'Ulrich Weinreuter ', 'Jrgen Rilling ', 'Simon Webster', 'Kirk Riedinger', 'Ritz Steytler', 'Jose M Cabiedes ', 'Luis Cabiedes', 'Sandro Mina', 'Martin Steber', 'Jan-Henning Woitschatzke', 'Frank Kenny ', 'Bill Egan ', 'Peter Schober', 'Luis Navarro ', 'Miguel  Albero ', 'Rob Johnson ', 'Len Bartolom ', 'Miguel Angel Cestero de Francisco ', 'Francisco Galiana ', 'Jos M. Jerz ', 'Jorge Maortua ', 'Marcelo Castro Zappa'",,,8.6820917,50.1106444,NaN,NaN,NaN
1797,NextGen Growth Partners  ,Traditional,2017-09-30,"Chicago, IL, USA",Search,,,1251,https://nextgengp.com/,,,,'Scott Van Duinen',,,,-87.6666557,41.9380405,NaN,NaN,NaN
1798,GREITER Ag Fund  ,Traditional,2020-08-03,"Monterrey, Nuevo Leon, Mexico",Explore,,,1507,,,,,'Diego Rodriguez',,,,-100.315258,25.6802019,NaN,NaN,NaN
1799,F/AS Ventures  ,Self Funded,,"Los Angeles, California, United States",Raise,,,1763,https://www.fas.ventures/,,,,'Devon Ferreira',,,,-118.242766,34.0536909,NaN,NaN,NaN
1800,Crete Mechanical Group  ,Self Funded,2020-05-14,"NYC, NY, USA",Explore,,,2019,https://cretemechanical.com/,,,,'Benjamin Palin',,,,-74.0060152,40.7127281,NaN,NaN,NaN
1801,Shoreline Growth Capital  ,Traditional,2015-09-09,"Minneapolis, MN, United States",Inactive,,,228,http://www.shorelinegp.com/,,,,"'Spenser Frank', 'Nick Arellano'","'Will Thorndike', 'Jim Wilder', 'Joe Niehaus', 'Tushar Shah', 'Stephen Clearman', 'Jim Southern', 'Coley Andrews', 'Scott Alderman', 'Cregg Baumbaugh', 'Mitch Cohen', 'Robert Dahl ', 'Chris Brooks ', 'David Dodson', 'Jim Johnson', 'Kent Weaver', 'Bill Egan ', 'Matt Diamond', 'Michael Litt ', 'Will Stevenson', 'Howard Stevenson ', 'Ted McCarthy', 'Jim Ellis', 'Gerald Risk', 'Kevin Taweel'",,,-93.2654692,44.9772995,NaN,NaN,NaN
1802,Agape Capital  ,Single Sponsor,2017-06-01,"Irving, TX, United States",Inactive,,,740,www.capitalagape.com,,,,'Xavier Autrey Holschneider','Invictus Management ',,,-96.9442177,32.8295183,NaN,NaN,NaN
1803,"One In A Row Ventures, LLC  ",Traditional,2018-08-01,"Pensacola, FL, USA",Search,,,996,www.oneinarow.com,,,,'Jason Crawford',,,,-87.2169149,30.421309,NaN,NaN,NaN
1804,Evergreen Growth Partners  ,Traditional,2020-09-01,"Foster City, CA, USA",Search,,,1508,https://www.evergreen-gp.com/,,,,'Matthew Udomphol',"'Alex Gelman', 'Andy Love', 'Lucas Braun', 'Ryan Robinson ', 'Max Korenvaes ', 'Mark Sinatra', 'Tyler Coats', 'Richard Augustyn', 'Larry Dunn', 'Tiffany Augustyn', 'David Dodson', 'Susan Pohlmeyer', 'Will Thorndike', 'Jeff Stevens', 'Ashley Giesler', 'Jim Southern', 'Coley Andrews', 'Scott Alderman', 'Cregg Baumbaugh', 'Mitch Cohen', 'Aaron Perrine', 'Saumil Jariwala'",,,-122.2688522,37.5600336,NaN,NaN,NaN
1805,Korea Search Investment Partners  ,Traditional,2021-07-05,"Seoul, South Korea",Raise,,,1764,https://www.koreasearchinvestments.com,,,,"'Charles Ryu', 'Taeksu Wang'",,,,126.9782914,37.5666791,NaN,NaN,NaN
1806,Restaurant Acquisition Partners  ,Self Funded,2021-05-01,"Miami, FL, USA",Search,,,2020,www.restaurantacquisitionpartners.com,,,,'Greg Bourassa',,,,-80.19362,25.7741728,NaN,NaN,NaN
1807,Tera Capital  ,Traditional,2016-06-06,"Polanco I Sección, Mexico City, Mexico",Inactive,,,229,inactive: http://teracapital.mx/,,,,"'Santiago Villalobos', 'Jose Eduardo Guraieb Monroy'","'Sandro Mina', 'Martin Steber', 'Guillermo Zambrano', 'Angel Alvarez Cadavieco'",,,-99.1973404,19.4312907,NaN,NaN,NaN
1808,Providence Friends Capital (HWI Partners - Search Fund II)  ,Traditional,2005-01-01,"Philadelphia, PA, United States",Inactive,,,485,https://providencefriendscapital.com/,,,,'Martin Hunt ',"'Bertram Scott ', 'Earl F.Hilliard ', 'Brian Holland ', 'Lee Ciccarelli ', 'Preston Polk ', 'Stephen Hurly ', ""Michael F O'Connell"", 'Joe McGhee', 'Will Thorndike', 'Alexander Wit '",,,-75.1635262,39.9527237,NaN,NaN,NaN
1809,"Summer Mornings Legacy Partners, LLC  ",Self Funded,,"Pittsburgh, PA, USA",Search,,,997,https://www.summermorningsllc.com/,,,,'Nick Barone',,,,-79.9900861,40.4416941,NaN,NaN,NaN
1810,Glen Highlands Partners  ,Traditional,2018-09-01,"San Francisco, CA, USA",Search,,,1253,,,,,"'Fred Studier', 'Brendan McLoughlin ', 'Joe Siedel'","'Will Thorndike', 'Mark Hilderbrand ', 'Barry Reynolds '",,,-122.419906,37.7790262,NaN,NaN,NaN
1811,Dynamis Capital  ,Self Funded,2019-11-01,"Raleigh, NC, USA",Search,,,1509,,,,,'Austin Adams',,,,-78.6390989,35.7803977,NaN,NaN,NaN
1812,Navega Capital SL  ,Traditional,2019-06-01,"Madrid, Spain",Search,,,1765,https://www.navegacapital.com/,,,,'Rafael Moreno Alcolea ',"'Simon Bores ', 'Ignacio Olavarra', 'Jos Moreno', 'Angel Alvarez Cadavieco', 'Jose M Cabiedes ', 'Manuel Pardo Martn ', 'Tushar Shah', 'Brad Brown'",,,-3.7035825,40.4167047,NaN,NaN,NaN
1813,Audentes  ,Traditional,,"Barcelona, Spain",Explore,,,2021,,,,,'Noel Ortiz',,,,2.1774322,41.3828939,NaN,NaN,NaN
1814,"Euston Capital, Ltd.  ",Self Funded,2014-03-01,"Hertfordshire, United Kingdom",Search,,,486,http://www.eustoncapital.com/get-in-touch.html,,,,"'Rajiv Bhala ', 'Max Silver ', 'James Lester '",,,,-0.0978551922452396,51.8400523,NaN,NaN,NaN
1815,Cohesium Entrepreneurs  ,Traditional,2018-11-07,"Paris, France",Search,,,998,https://www.linkedin.com/company/cohesium-entrepreneurs/,,,,'Nicolas Pierret',,,,2.3514616,48.8566969,NaN,NaN,NaN
1816,Caribou Capital,Self Funded,2019-01-01,London,Search,,,1254,www.cariboucapital.co.uk,,,,,,,,-0.1276474,51.5073219,NaN,NaN,NaN
1817,Tychus & Ed Capital LLC  ,Single Sponsor,,"Delaware, USA",Explore,,,1510,,,,,'Edem Lawson',,,,-75.4013315,38.6920451,NaN,NaN,NaN
1818,Crux Capital Partners  ,Traditional,2021-01-01,"Sydney NSW, Australia",Explore,,,1766,www.cruxcapitalpartners.com,,,,'Orlando Guerra',,,,151.2164539,-33.8548157,NaN,NaN,NaN
1819,Architectural / Engineering Services  ,Single Sponsor,2021-06-06,Florida,Explore,,,2022,,,,,'Kaleb Soller',,,,-81.4639835,27.7567667,NaN,NaN,NaN
1820,"Faircrest Capital, LLC  Stanford University - Graduate School of Business",Traditional,1998-05-01,"Issaquah, WA, United States",Inactive,,,487,,,,,'Edward Yim ',,,,-122.0432974,47.5348778,NaN,NaN,NaN
1821,Equyti Capital  ,Traditional,2018-12-07,"Austin, TX, USA",Raise,,,999,www.equyti.com,,,,'Leandro Maya',,,,-97.7436995,30.2711286,NaN,NaN,NaN
1822,Icosian Capital  ,Traditional,2021-03-01,"Dallas, TX, USA",Search,,,2023,icosiancapital.com,,,,'Shree Kodavatiganti',,,,-96.7968559,32.7762719,NaN,NaN,NaN
1823,Braxos Capital  Stanford University - Graduate School of Business,Self Funded,2012-07-07,"Milwaukee, WI, United States",Inactive,,,232,,,,,'Ben Kessler',,,,-87.922497,43.0349931,NaN,NaN,NaN
1824,Hardwood Hollow  ,Self Funded,2017-10-01,"Jackson, MS, United States",Search,,,744,www.hardwoodhollow.com,,,,'David Davis',,,,-90.1847691,32.2990384,NaN,NaN,NaN
1825,Chestnut Lane Capital  ,Traditional,,"Toronto, ON, Canada",Explore,,,1000,,,,,'Prashanth Gopalan',,,,-79.3839347,43.6534817,NaN,NaN,NaN
1826,Crownstar Capital Partners  ,Single Sponsor,2019-09-01,"New York, NY, USA",Search,,,1256,https://www.crownstarcapital.com,,,,'Allam Taj',,,,-74.0060152,40.7127281,NaN,NaN,NaN
1827,Ducato Capital  ,Traditional,2020-07-01,"São Paulo, State of São Paulo, Brazil",Raise,,,1512,www.ducatocapital.com,,,,"'Lus Dearo', 'Luis Oliani'",,,,-46.6333824,-23.5506507,NaN,NaN,NaN
1828,"Birch Heritage Partners, LLC  ",Traditional,2021-04-08,"Chicago, IL, USA",Search,,,2024,https://www.birchheritage.com/,,,,"'Michael Simms', 'Richard Si '",,,,-87.6666557,41.9380405,NaN,NaN,NaN
1829,Pacific Growth Partners  Stanford University - Graduate School of Business,Self Funded,2012-07-07,"Palo Alto, CA, United States",Inactive,,,233,http://www.pacificgrowthpartners.com/,,Business Services,,"'Ryan Kluft', 'Mats Bergstrom'",,,,-122.1598465,37.4443293,NaN,NaN,NaN
1830,Mayborn Capital  ,Self Funded,2017-10-30,"Dallas, TX, United States",Search,,,745,https://www.mayborncapital.com/,,,,'Jonathan Dietz',,,,-96.7968559,32.7762719,NaN,NaN,NaN
1831,DVP Capital  ,Traditional,2019-09-15,"Minneapolis, MN, USA",Raise,,,1257,,,,,'Derek van der Plaat',,,,-93.2654692,44.9772995,NaN,NaN,NaN
1832,Avneet  ,Traditional,2020-07-25,"Mountainside, NJ, USA",Raise,,,1513,WWW.AVNEETH.COM,,,,'Torey Hall',,,,-74.3573722,40.6723242,NaN,NaN,NaN
1833,Goldmatch Capital Partners  ,Traditional,2020-07-01,"Dallas, TX, USA",Acquired,OneShield Software (P&C Insurance Solutions),,1769,https://www.goldmatchcapital.com/,https://oneshield.com/,Software,"Marlborough, MA, USA",'Brandon Parker',"'Larry Dunn', 'Richard Augustyn', 'Tiffany Augustyn'",,,-96.7968559,32.7762719,42.3459271,-71.5522874,1524.7837987361397
1834,"Birch Heritage Partners, LLC  ",Traditional,2021-04-08,"Chicago, IL, USA",Search,,,2025,https://www.birchheritage.com/,,,,"'Richard Si', 'Michael Simms'",,,,-87.6666557,41.9380405,NaN,NaN,NaN
1835,Caatinga Capital  ,Traditional,2018-12-23,"Fortaleza - State of Ceará, Brazil",Search,,,1002,www.caatingacapital.com,,,,"'Marcelo Gomes', 'Rogerio Santos'","'Rameez Ansari ', 'Steve Lau ', 'Sandro Mina', 'Martin Steber', 'Tobias Raeber ', 'Jeff Stevens', 'Ashley Giesler', 'Walker Hobson', 'Macon Carroll', 'Badge Stone', 'Cecilia Lulli', 'Felipe Corcuera', 'Javier Paez', 'Guillermo Zambrano', 'Mario Sicilia ', 'Jan Simon', 'Alexander Saller', 'Rafael Bassani', 'Kurt Leedy', 'Jamie Turner ', 'Lucas Braun', 'Ryan Robinson ', 'Esteban Kallay', 'Kent Weaver', 'Lysandra Alves ', 'Thiago de Assis Silva', 'Paulo Henrique Landim Junior', 'Rafael Somoza', 'Jos Stella'",,,-38.5217989,-3.7304512,NaN,NaN,NaN
1836,Atlante Capital  ,Traditional,,"São Paulo, State of São Paulo, Brazil",Raise,,,1514,,,,,'Caio Nascimbeni',,,,-46.6333824,-23.5506507,NaN,NaN,NaN
1837,Icosian Capital  ,Traditional,,"Dallas, TX, USA",Search,,,2026,Icosiancapital.com,,,,'Landen Shirley',,,,-96.7968559,32.7762719,NaN,NaN,NaN
1838,"1912 Capital  Indiana University, Bloomington/Indianapolis - Kelley School of Business",Self Funded,2017-02-01,"Phoenix, AZ, United States",Explore,,,491,,,,,"'Tony Perone', 'Chase Lane'",,,,-112.0741417,33.4484367,NaN,NaN,NaN
1839,Peepal Tree Capital  ,Traditional,2017-11-01,"Hoboken, NJ, United States",Search,,,747,peepaltreecapital.com,,,,'Prathamesh Naik',"'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Todd Tracey', 'Andy Love', 'Brad Buser', 'B.A. Cullum', 'Sandro Mina', 'Martin Steber', ""MK O'Connell"", 'Matt Friesl ', 'Tom Cassutt', 'David Lazier', 'Scott Asen', 'Tushar Shah', 'Gerald Risk', 'Ted McCarthy', 'Kent Weaver', 'Matthew Burr', 'Peter Schober', 'Jan-Henning Woitschatzke', 'Brad Brown', 'Charbel Zreik'","'Jeff Listhaus', 'Matt Greenberg ', 'Benjamin Feder', 'Jordan Gluck ', 'Afsheen Ayaz ', 'Yuthika Shetty', 'Aarti Salyankar'",,-74.0323752,40.7433066,NaN,NaN,NaN
1840,"OsCarKeyClub, LLC - Classic Car Fund sponsored by AutoMaximizer, Inc.  ",Single Sponsor,2019-10-01,"Forty Fort, PA, USA",Explore,,,1259,http://www.oscarkeyclub.com/,,,,'Eric Melin',,,,-75.8782519,41.2789699,NaN,NaN,NaN
1841,"Washington Square Capital, LLC  ",Self Funded,2020-06-01,"New York, NY, USA",Search,,,1515,washingtonsqcapital.com,,,,"'Colin Walsh', 'David Lim', 'Rich Bubbico'",,,,-74.0060152,40.7127281,NaN,NaN,NaN
1842,Estelio Partners  ,Traditional,2020-10-01,"Palo Alto, California, United States",Search,,,1771,https://www.esteliopartners.com/,,,,'Luka Salamunic',"'Alex Stavros', 'Andrew Saltoun ', 'Coley Andrews', 'Kent Weaver', 'Kevin Oxendine', 'Rich Kelley', 'Sara Rosenthal'",,,-122.1598465,37.4443293,NaN,NaN,NaN
1843,Horizon Holdings  ,Traditional,2021-06-30,"Auckland, New Zealand",Raise,,,2027,www.horizonholdings.co.nz,,,,'Mike Bullot',,,,174.7631803,-36.852095,NaN,NaN,NaN
1844,Antares Equity Partners  Columbia University - Columbia Business School,Self Funded,2015-11-11,"Santo Domingo, Distrito Nacional, Dominican Republic",Search,,,236,http://antaresep.com/,,,,'Alvaro De Camps',,,,-69.942111,18.4801972,NaN,NaN,NaN
1845,Brighton Square  ,Traditional,2019-10-01,"Minneapolis, MN, USA",Explore,,,1260,brightonsquare.us,,,,"""Tim O'Neil""",,,,-93.2654692,44.9772995,NaN,NaN,NaN
1846,Quercus Mittelstandsnachfolge  ,Self Funded,2020-04-01,"Cologne, Deutschland",Search,,,1516,www.quercus-nachfolge.de,,,,'Benedikt Scheffer',,,,6.959974,50.938361,NaN,NaN,NaN
1847,Golden Search Fund  ,Self Funded,,"New York, NY, USA",Search,,,1772,,,,,'Radoslav Lambev',,,,-74.0060152,40.7127281,NaN,NaN,NaN
1848,Dynamic Management Partners  ,Traditional,2015-10-01,"Richmond, Virginia, United States",Inactive,,,493,,,,,'Michael Fay ',"'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Jeff Stevens', 'Ashley Giesler', 'Greg Matthews', 'Richard Augustyn', 'Larry Dunn', 'Scott Alderman', 'Cregg Baumbaugh', 'Mitch Cohen', 'Jim Southern', 'Coley Andrews', 'Paul Davies', 'Rene Lajous', 'Chris Sekula', 'David Dodson', 'Susan Pohlmeyer', 'Graham Weaver', 'Uri Cohen ', 'Robert Dahl ', 'Grant Schafle'",,,-77.43428,37.5385087,NaN,NaN,NaN
1849,Tempus Capital  ,Self Funded,2017-08-01,"Beaconsfield, United Kingdom",Search,,,749,https://www.tempus-capital.com,,,,"'Brendan Thomas ', 'Patrick Boyle ', 'James Boyle '",,,,-0.6571233,51.6082881,NaN,NaN,NaN
1850,One North Holdings  ,Self Funded,2018-11-18,"Pennsylvania, USA",Search,,,1005,www.onenorthholdings.com,,,,'Nissi Kim',,,,-77.7278831,40.9699889,NaN,NaN,NaN
1851,"Aber Capital Group, LLC  ",Self Funded,2019-09-01,"Cleveland, OH, USA",Search,,,1261,https://abercapitalgroup.com/,,,,'Bob Aber',,,,-81.6934446,41.5051613,NaN,NaN,NaN
1852,iGOTHAM Capital  ,Traditional,,"New York, NY, USA",Search,,,1517,,,,,'Sandalina Sattar',,,,-74.0060152,40.7127281,NaN,NaN,NaN
1853,Summers Advisory Capital  ,Single Sponsor,2020-02-04,"Portland, OR, USA",Explore,,,1773,,,,,'Chad Summers',,,,-122.6741949,45.5202471,NaN,NaN,NaN
1854,"Arnell Capital, LLC  ",Traditional,2021-06-04,"Boston, MA, USA",Search,,,2029,https://www.arnellcap.com/,,,,' Mauricio Gonzalez Karpovics',"'Coley Andrews', 'Jim Southern', 'Kevin Oxendine', 'Joel Peterson', 'Clint Peterson', 'Richard Augustyn', 'Lawrence Dunn ', 'Tiffany Augustyn', 'Dave Carver ', 'Rich Kelley', 'Jim Edmunds', 'Todd Tracey', 'Sara Rosenthal', 'Rob LeBlanc', 'Andrew Locke', 'Niel Wyma', 'Dan Chetrit', 'Liroy Haddad ', 'Kent Weaver', 'Ryan Robinson ', 'Lucas Braun', 'Matthew Burr', 'Alex Gelman', 'Mark Anderegg'",,,-71.0582912,42.3602534,NaN,NaN,NaN
1855,Fortaleza Capital Group  ,Traditional,1999-01-01,"Miami Beach, FL, United States",Inactive,,,494,,,,,'Enrique Kaufer ','Michael De Anda ',,,-80.1353006,25.7929198,NaN,NaN,NaN
1856,BuyFamCo  ,Self Funded,,"West Hartford, CT, United States",Search,,,750,,,,,'Alex Paiuk',"'James Ryan', 'Westheimer Capital '",'Michael Connolly (intern) ',,-72.7420399,41.7620447,NaN,NaN,NaN
1857,CULPER LEGACY CAPITAL  ,Self Funded,2018-08-28,"NY, USA",Explore,,,1006,,,,,'Jody Lupo',,,,-75.8449946,43.1561681,NaN,NaN,NaN
1858,Bodhi Tree Ventures  ,Traditional,2016-06-13,"Sydney NSW, Australia",Raise,,,1262,https://bodhitreeventures.com.au,,,,'Ankit Mishra',,,,151.2164539,-33.8548157,NaN,NaN,NaN
1859,Interro Partners  ,Single Sponsor,2019-11-13,"Chicago, IL, USA",Search,,,1518,www.interropartners.com,,,,"'Greg Janes', 'Joe Rizzi'",,,,-87.6666557,41.9380405,NaN,NaN,NaN
1860,Helios Growth LLC  ,Self Funded,2020-07-01,"Palm Beach, FL, USA",Search,,,1774,www.heliosgrowthpartners.com,,,,'Morgan McCauley',,,,-80.4494174,26.6279798,NaN,NaN,NaN
1861,NC Small Business Buyers  ,Self Funded,2021-04-01,"Raleigh, North Carolina, United States",Search,,,2030,https://www.ncsmallbusinessbuyers.com/,,,,'Matthew Cox',,,,-78.6390989,35.7803977,NaN,NaN,NaN
1862,Quinten Capital  ,Traditional,2016-07-01,"New York, NY, United States",Search,,,239,http://www.quintencapital.com/,,,,'Nima Safabakhsh ',"'Andy Love', 'Tushar Shah', 'Stephen Clearman', 'Michael Miles', 'Carlos Saez', 'Sandro Mina', 'Martin Steber', 'Rich Kelley', 'Jim Edmunds', 'David Carver', 'Scott Asen', 'Tomas Bergstrand', 'Brad Brown', 'Tom Cassutt', 'Bill Egan ', 'Mark Egan ', 'David Lazier', ""Michael F O'Connell"", ""MK O'Connell"", 'Peter Schober', 'Jude Tuma', 'Charbel Zreik', 'Brad Buser', 'Todd Tracey'",'George Grealy ',,-74.0060152,40.7127281,NaN,NaN,NaN
1863,"Four Leaf Company, LLC  Stanford University - Graduate School of Business",Traditional,2002-01-01,"Dallas, TX",Inactive,,,495,,,,,'Christopher Flanagan ',,,,-96.7968559,32.7762719,NaN,NaN,NaN
1864,West End Capital Partners  ,Traditional,2019-03-01,"Chicago, IL, USA",Search,,,1007,www.westendcp.com,,,,'Dan Graves',"'Joe Niehaus', 'Sandro Mina', 'Will Thorndike', 'Martin Steber', 'Bill Egan ', 'David Dodson', 'Mark Egan ', 'Susan Pohlmeyer', 'John Bingaman', 'Frank Van Lint ', 'Tomas Bergstrand', 'J.T. Fitzgerald', 'Sam Duprey ', 'Richard Augustyn', 'Larry Dunn', 'Jeff Montagna', 'Peter Schober', 'Jan Simon', 'Chris Lueck', 'Dustin Sellers ', 'Mike Smerklo', 'Ned Tomasevic', 'Richard Kennedy ', 'Constanza Family '",,,-87.6666557,41.9380405,NaN,NaN,NaN
1865,40E Capital,Traditional,2019-06-17,"Chicago, IL, USA",Explore,,,1263,,,,,,,,,-87.6666557,41.9380405,NaN,NaN,NaN
1866,Skyline Capital Partners  ,Traditional,2020-04-01,"Toronto, ON, Canada",Raise,,,1519,www.skylinecp.com,,,,"'Dara Gill', 'Freddie Zhang'",,,,-79.3839347,43.6534817,NaN,NaN,NaN
1867,BE Capital  ,Self Funded,2020-10-20,New York,Search,,,1775,,,,,'Brian Eckels',,,,-74.0060152,40.7127281,NaN,NaN,NaN
1868,Pendle Group  ,Self Funded,2021-06-13,London,Raise,,,2031,,,,,'Andrew Scuoler',,,,-0.1276474,51.5073219,NaN,NaN,NaN
1869,Revere Capital  University of Utah,Traditional,2016-07-01,"Salt Lake City, UT, United States",Search,,,240,http://reverecapitalgroup.com,,,,"'Michael White ', 'Danny White '","'Tom Cassutt', 'David Lazier', 'Jim Southern', 'Coley Andrews', 'David Carver', 'Rich Kelley', 'Jim Edmunds', 'Cregg Baumbaugh', 'Scott Alderman', 'Mitch Cohen', 'Tomas Bergstrand', 'Brad Brown', 'David Dodson', 'Ted McCarthy', 'Michael Miles', 'Joe Niehaus', 'Gerald Risk', 'Andrew Saltoun ', 'Will Thorndike', 'Kent Weaver'",,,-111.8867975,40.7596198,NaN,NaN,NaN
1870,Ridgeback Capital  ,Self Funded,2017-10-02,"111 Eagle Street, Brisbane, Australia",Search,,,752,https://www.ridgebackcapital.com.au/,,,,'Nick Bamford',,,,153.03045736064814,-27.46768785,NaN,NaN,NaN
1871,Steeful  ,Traditional,2019-03-01,"Charlotte, NC, USA",Search,,,1008,http://www.steefulsearch.com/,,,,'Daniel Stiefel',,,,-80.8430827,35.2272086,NaN,NaN,NaN
1872,Sajama  ,Traditional,,"San Francisco, CA, USA",Explore,,,1520,,,,,'Sajama Sajama',,,,-122.419906,37.7790262,NaN,NaN,NaN
1873,Bynario Ltd  ,Traditional,2019-04-30,"Aberdeen, UK",Raise,,,1776,,,,,'Scott Campbell',,,,-2.0928095,57.1482429,NaN,NaN,NaN
1874,Newbury Franklin Software  ,Traditional,2021-01-01,"Hanover, New Hampshire, United States",Search,,,2032,https://www.newburyfranklin.com/,,,,'Mark Noble',,,,-72.288666,43.703622,NaN,NaN,NaN
