,Address,City,State,Zip Code,Full Address,Latitude,Longitude
1209,3534 Peck Rd,El Monte,CA,15831-152239,"3534 Peck Rd, El Monte, CA",34.1193005,-118.0038484
1210,9208 Flair Drive,El Monte,CA,6713-76480,"9208 Flair Drive, El Monte, CA",34.07181195382542,-118.06715343899563
1211,11979 E. Garvey Avenue,El Monte,CA,8749-94565,"11979 E. Garvey Avenue, El Monte, CA",34.06214,-118.1395621
1212,530 N Sepulveda Blvd,El Segundo,CA,5502-1658,"530 N Sepulveda Blvd, El Segundo, CA",33.9310344,-118.3960312
1213,2231 Rosecrans Avenue,El Segundo,CA,5349-263,"2231 Rosecrans Avenue, El Segundo, CA",33.902262,-118.38363022202547
1214,500 North Sepulveda,El Segundo,CA,47954-244729,"500 North Sepulveda, El Segundo, CA",33.9310344,-118.3960312
1216,310 E. Grand Avenue,El Segundo,CA,7956-95418,"310 E. Grand Avenue, El Segundo, CA",33.91907715,-118.41295093671937
1217,2005 Park Place,El Segundo,CA,11954-105938,"2005 Park Place, El Segundo, CA",33.905053949999996,-118.39396643169363
1218,2263 E. Maple Avenue,El Segundo,CA,14627-123604,"2263 E. Maple Avenue, El Segundo, CA",33.9272816,-118.3837438
1219,454 Appian Way,El Sobrante,CA,8660-72437,"454 Appian Way, El Sobrante, CA",37.9743354,-122.300391
1220,5021 Laguna Blvd,Elk Grove,CA,74689-96836,"5021 Laguna Blvd, Elk Grove, CA",38.424276899999995,-121.44660395
1221,7505 Laguna Blvd,Elk Grove,CA,76344-97157,"7505 Laguna Blvd, Elk Grove, CA",38.42687335,-121.41562635885262
1222,8450 Elk Grove Boulevard,Elk Grove,CA,6522-63379,"8450 Elk Grove Boulevard, Elk Grove, CA",38.4084010828877,-121.40278855080214
1223,9289 Elk Grove Blvd.,Elk Grove,CA,6895-72668,"9289 Elk Grove Blvd., Elk Grove, CA",38.4089683,-121.3788794
1224,8377 Elk Grove-Florin Rd,Elk Grove,CA,74908-101860,"8377 Elk Grove-Florin Rd, Elk Grove, CA",38.4534044,-121.37001043592275
1225,4720 Elk Grove Blvd.,Elk Grove,CA,2945-87677,"4720 Elk Grove Blvd., Elk Grove, CA",38.4089683,-121.3788794
1226,8868 Bond Road,Elk Grove,CA,9491-96933,"8868 Bond Road, Elk Grove, CA",38.42356231632653,-121.37228476530612
1227,5060 Laguna Blvd,Elk Grove,CA,5616-1285,"5060 Laguna Blvd, Elk Grove, CA",38.4228753,-121.4464016
1228,10064 Bruceville Road,Elk Grove,CA,8624-86061,"10064 Bruceville Road, Elk Grove, CA",38.38725076883948,-121.41731095555656
1229,7701 Laguna Blvd.,Elk Grove,CA,10103-99668,"7701 Laguna Blvd., Elk Grove, CA",38.4232864,-121.4310546
1231,3839 Emery Street,Emeryville,CA,615-340,"3839 Emery Street, Emeryville, CA",37.828851549999996,-122.281537525119
1232,3889 San Pablo Ave,Emeryville,CA,3497-133464,"3889 San Pablo Ave, Emeryville, CA",37.8294901,-122.2802443
1233,5767 Christie Avenue,Emeryville,CA,5601-1928,"5767 Christie Avenue, Emeryville, CA",37.83702795,-122.29425468095707
1234,1405 65th St,Emeryville,CA,8912-94639,"1405 65th St, Emeryville, CA",37.846662928105474,-122.29172480624334
1235,1555 40th St,Emeryville,CA,15231-156025,"1555 40th St, Emeryville, CA",37.828343849999996,-122.28993368192673
1236,1010 N El Camino Real,Encinitas,CA,4044-99383,"1010 N El Camino Real, Encinitas, CA",33.06257085,-117.26510643736452
1237,1040 El Camino Real,Encinitas,CA,5321-421,"1040 El Camino Real, Encinitas, CA",33.0677884,-117.2623267
1238,262 N. El Camino Real,Encinitas,CA,74509-25667,"262 N. El Camino Real, Encinitas, CA",33.0511252,-117.26211733833438
1240,905 Orpheus Avenue,Encinitas,CA,16521-159924,"905 Orpheus Avenue, Encinitas, CA",33.065636,-117.29341
1241,1560 Leucadia Blvd.,Encinitas,CA,6546-64060,"1560 Leucadia Blvd., Encinitas, CA",33.06853,-117.265287
1242,258 N. El Camino Real,Encinitas,CA,588-308,"258 N. El Camino Real, Encinitas, CA",33.0579401,-117.2626002
1245,17840 Ventura Blvd,Encino,CA,20670-184967,"17840 Ventura Blvd, Encino, CA",34.1602574,-118.5055541
1246,17308 Ventura Blvd.,Encino,CA,544-476,"17308 Ventura Blvd., Encino, CA",34.1607091,-118.5103836
1247,1255 Lillian Ave,Escalon,CA,10997-102687,"1255 Lillian Ave, Escalon, CA",37.79920367772956,-120.99737878395297
1248,1570 W Valley Parkway,Escondido,CA,73686-126967,"1570 W Valley Parkway, Escondido, CA",33.1032654,-117.1054143
1250,603 W. Mission Ave.,Escondido,CA,10488-100917,"603 W. Mission Ave., Escondido, CA",33.1274115,-117.0936995640071
1251,280 East Via Rancho Pkwy,Escondido,CA,17695-169148,"280 East Via Rancho Pkwy, Escondido, CA",33.06891754324509,-117.06806459455414
1252,1831 S Centre City Parkway,Escondido,CA,5709-8105,"1831 S Centre City Parkway, Escondido, CA",33.1017545,-117.0750312
1253,306 El Norte Parkway,Escondido,CA,6994-89133,"306 El Norte Parkway, Escondido, CA",33.1416014,-117.0940392
1254,3440 Del Lago Blvd.,Escondido,CA,6661-70800,"3440 Del Lago Blvd., Escondido, CA",33.07050670757611,-117.07106584448569
1255,1280 Auto Park Way,Escondido,CA,15961-156789,"1280 Auto Park Way, Escondido, CA",33.11365155,-117.09934250930874
1256,320 W. Valley Parkway,Escondido,CA,6848-83062,"320 W. Valley Parkway, Escondido, CA",33.1032654,-117.1054143
1257,1509 E Valley Parkway,Escondido,CA,73443-23069,"1509 E Valley Parkway, Escondido, CA",33.13149675,-117.05954889693683
1258,1000 W El Norte Pkwy,Escondido,CA,74632-93765,"1000 W El Norte Pkwy, Escondido, CA",33.148780849999994,-117.10638909533706
1259,1485 E. Valley Parkway,Escondido,CA,6567-61979,"1485 E. Valley Parkway, Escondido, CA",33.13282439488725,-117.06175283546959
1260,272 East Via Rancho Pkwy.,Escondido,CA,28607-249874,"272 East Via Rancho Pkwy., Escondido, CA",33.0710391,-117.065649194573
1261,200 East Via Rancho Parkway,Escondido,CA,5441-1060,"200 East Via Rancho Parkway, Escondido, CA",33.069223,-117.069055
1262,351 W Felicita Ave,Escondido,CA,74780-94839,"351 W Felicita Ave, Escondido, CA",33.10300545,-117.07314322077266
1264,326 5th Street,Eureka,CA,8729-93391,"326 5th Street, Eureka, CA",40.80187511692308,-124.16549640000001
1265,1117 Myrtle Avenue,Eureka,CA,5970-46659,"1117 Myrtle Avenue, Eureka, CA",40.80002753379691,-124.14752466290277
1266,2525 4th St,Eureka,CA,76264-92364,"2525 4th St, Eureka, CA",40.8046777,-124.1471451
1267,2555 Harris St,Eureka,CA,16207-153348,"2555 Harris St, Eureka, CA",40.7811034,-124.13846876298135
1270,5355 Sunrise Boulevard,Fair Oaks,CA,6614-68942,"5355 Sunrise Boulevard, Fair Oaks, CA",38.66317907760027,-121.2722586869793
1274,4490 Central Way,Fairfield,CA,6660-70080,"4490 Central Way, Fairfield, CA",38.21783592462547,-122.13536317621099
1275,1200 Oliver Rd,Fairfield,CA,14463-119484,"1200 Oliver Rd, Fairfield, CA",38.2545454,-122.0665047
1276,3334 North Texas Street,Fairfield,CA,5623-1866,"3334 North Texas Street, Fairfield, CA",38.29036608723987,-122.03417692485016
1277,1600 N. Texas Street,Fairfield,CA,9340-94851,"1600 N. Texas Street, Fairfield, CA",38.2736003,-122.0342177
1278,1450 Travis Boulevard,Fairfield,CA,6742-71701,"1450 Travis Boulevard, Fairfield, CA",38.2585198,-122.05395164560396
1279,2401 Waterman Blvd,Fairfield,CA,74809-99549,"2401 Waterman Blvd, Fairfield, CA",38.27161945,-122.05299671318795
1280,5121 Business Center Dr,Fairfield,CA,9792-96333,"5121 Business Center Dr, Fairfield, CA",38.2187468,-122.140988
1281,700 Texas St,Fairfield,CA,9511-96976,"700 Texas St, Fairfield, CA",38.2492267,-122.0403909
1282,1133 S Mission Rd,Fallbrook,CA,73549-75584,"1133 S Mission Rd, Fallbrook, CA",33.371692,-117.25474
1283,1139 South Mission Road,Fallbrook,CA,25590-241424,"1139 South Mission Road, Fallbrook, CA",33.3714992,-117.2531118
1285,195 Placerville Road,Folsom,CA,14209-108161,"195 Placerville Road, Folsom, CA",38.64381363582014,-121.11063537603883
1286,823 Wales Drive,Folsom,CA,22564-222024,"823 Wales Drive, Folsom, CA",38.67141168367347,-121.16164889795918
1287,2791 E BIDWELL,Folsom,CA,6646-64319,"2791 E BIDWELL, Folsom, CA",38.657770949986066,-121.12774303988674
1288,25055 Blue Ravine Rd,Folsom,CA,9747-98142,"25055 Blue Ravine Rd, Folsom, CA",38.69027004062154,-121.12383892121355
1290,350 Palladio Parkway,Folsom,CA,20274-204564,"350 Palladio Parkway, Folsom, CA",38.65044145,-121.12065815359642
1291,603-A East Bidwell Street,Folsom,CA,5224-375,"603-A East Bidwell Street, Folsom, CA",38.6724985,-121.1635025
1292,9580 Oak Avenue,Folsom,CA,9264-96047,"9580 Oak Avenue, Folsom, CA",38.69976849324324,-121.19393699324324
1293,9475 Madison Avenue,Folsom,CA,8622-93396,"9475 Madison Avenue, Folsom, CA",38.674436,-121.20018
1294,500 Natoma Station Drive,Folsom,CA,5684-241588,"500 Natoma Station Drive, Folsom, CA",38.65416127120581,-121.17809772976229
1295,1850 Prairie City Rd.,Folsom,CA,74188-41079,"1850 Prairie City Rd., Folsom, CA",38.649877000000004,-121.16581499842587
1296,430 Blue Ravine Rd,Folsom,CA,76511-95289,"430 Blue Ravine Rd, Folsom, CA",38.671013796627484,-121.1517105231997
1297,16595 Sierra Lakes Parkway,Fontana,CA,23759-232344,"16595 Sierra Lakes Parkway, Fontana, CA",34.13916206896135,-117.43922533920684
1298,10067 Sierra Avenue,Fontana,CA,21888-206411,"10067 Sierra Avenue, Fontana, CA",34.0925376,-117.4357158
1299,15272 Summit Ave,Fontana,CA,76303-90544,"15272 Summit Ave, Fontana, CA",34.1522117,-117.4728724
1300,15270 Summit Avenue,Fontana,CA,2846-80381,"15270 Summit Avenue, Fontana, CA",34.15032562214685,-117.46862877846262
1301,16192 Foothill Blvd,Fontana,CA,11226-104852,"16192 Foothill Blvd, Fontana, CA",34.106653042002556,-117.45041005854446
1302,16964 Slover Ave,Fontana,CA,76298-95039,"16964 Slover Ave, Fontana, CA",34.0629833,-117.4274084
1303,7930 Cherry Ave,Fontana,CA,74627-90542,"7930 Cherry Ave, Fontana, CA",34.0680142,-117.4887468
1305,11255 SIerra Avenue,Fontana,CA,10132-99746,"11255 SIerra Avenue, Fontana, CA",34.0925376,-117.4357158
1306,26792 Portola Pkwy,Foothill Ranch,CA,76347-88962,"26792 Portola Pkwy, Foothill Ranch, CA",33.67843455,-117.66361571360021
1307,576 South Main Street,Fort Bragg,CA,9262-95265,"576 South Main Street, Fort Bragg, CA",39.43499680612245,-123.80623128571429
1309,1095 S. Fortuna Blvd.,Fortuna,CA,9900-95535,"1095 S. Fortuna Blvd., Fortuna, CA",40.5788348,-124.1463407
1310,1066 Foster City Boulevard,Foster City,CA,5934-38359,"1066 Foster City Boulevard, Foster City, CA",37.5632184,-122.2722982
1311,1000 Metro Center Blvd.,Foster City,CA,5225-391,"1000 Metro Center Blvd., Foster City, CA",37.561558,-122.272973
1312,18523 Brookhurst Street,Fountain Valley,CA,5769-5239,"18523 Brookhurst Street, Fountain Valley, CA",33.7087525,-117.9543139
1313,17850 Newhope Street,Fountain Valley,CA,5969-38179,"17850 Newhope Street, Fountain Valley, CA",33.7039497,-117.933932
1314,16061 Brookhurst St,Fountain Valley,CA,73661-96303,"16061 Brookhurst St, Fountain Valley, CA",33.7087525,-117.9543139
1315,9025 Warner Avenue,Fountain Valley,CA,6549-5512,"9025 Warner Avenue, Fountain Valley, CA",33.7163057,-117.971587
1317,216 W. Merced Street,Fowler,CA,10134-99734,"216 W. Merced Street, Fowler, CA",36.62806192116185,-119.68242572162357
1318,2024 Freedom Blvd,Freedom,CA,8978-93944,"2024 Freedom Blvd, Freedom, CA",36.9637564,-121.8097012
1319,2010 Freedom Blvd,Freedom,CA,79593-107179,"2010 Freedom Blvd, Freedom, CA",36.9637564,-121.8097012
1321,46655 Mission Boulevard,Fremont,CA,5939-45459,"46655 Mission Boulevard, Fremont, CA",37.4911452,-121.9298826
1322,39981 Mission Blvd.,Fremont,CA,10541-100590,"39981 Mission Blvd., Fremont, CA",37.556337,-121.9523613
1324,41093 Fremont Blvd.,Fremont,CA,23736-231946,"41093 Fremont Blvd., Fremont, CA",37.53148505,-121.95917845895849
1325,43587 Mission Blvd.,Fremont,CA,5864-27908,"43587 Mission Blvd., Fremont, CA",37.528646550000005,-121.9190021007904
1326,5034 Mowry Ave,Fremont,CA,5731-3176,"5034 Mowry Ave, Fremont, CA",37.5348956,-121.9982626
1327,35674 Fremont Boulevard,Fremont,CA,5580-1885,"35674 Fremont Boulevard, Fremont, CA",37.567993349999995,-122.0242423114569
1328,3902 Washington Blvd.,Fremont,CA,79524-102354,"3902 Washington Blvd., Fremont, CA",37.531578350000004,-121.95715428842794
1329,3950 Mowry Avenue,Fremont,CA,5223-388,"3950 Mowry Avenue, Fremont, CA",37.5643668,-121.9792003
1330,43950 Pacific Commons Blvd,Fremont,CA,16805-164527,"43950 Pacific Commons Blvd, Fremont, CA",37.5016188,-121.96811657308666
1331,39370 Civic Center Drive,Fremont,CA,6678-73223,"39370 Civic Center Drive, Fremont, CA",37.5537379,-121.97405034994328
1332,5339 Mowry Avenue,Fremont,CA,14730-117770,"5339 Mowry Avenue, Fremont, CA",37.533200193931485,-122.00121680281134
1333,39100 Argonaut Way,Fremont,CA,74126-25648,"39100 Argonaut Way, Fremont, CA",37.5452818,-121.9893946245482
1334,43941 Hugo Terrace,Fremont,CA,6551-63799,"43941 Hugo Terrace, Fremont, CA",37.5117555940646,-121.94772256344956
1336,4441 W. Ashlan Ave.,Fresno,CA,10135-99629,"4441 W. Ashlan Ave., Fresno, CA",36.79354224409792,-119.87206975328523
1337,1100 U Street,Fresno,CA,9391-96402,"1100 U Street, Fresno, CA",36.74203,-119.778857
1338,2325 Kern Street,Fresno,CA,5703-4009,"2325 Kern Street, Fresno, CA",36.7357921,-119.7851881
1339,8821 N CEDAR AVE,Fresno,CA,5652-2585,"8821 N CEDAR AVE, Fresno, CA",36.86488671991051,-119.7568825174908
1340,645 East Shaw Ave,Fresno,CA,8604-93461,"645 East Shaw Ave, Fresno, CA",36.80652875,-119.77670323214124
1341,6701 N. Milburn Avenue,Fresno,CA,10009-98952,"6701 N. Milburn Avenue, Fresno, CA",36.8347787,-119.8796277
1342,1041 E. Shaw Avenue,Fresno,CA,10660-101622,"1041 E. Shaw Avenue, Fresno, CA",36.8084808747536,-119.771245890025
1343,7680 N. Blackstone Ave,Fresno,CA,9904-98156,"7680 N. Blackstone Ave, Fresno, CA",36.8458496120847,-119.79052506049717
1344,1575 E Clinton Way,Fresno,CA,75895-104552,"1575 E Clinton Way, Fresno, CA",36.7721585,-119.7268816
1345,5175 E Clinton Wy,Fresno,CA,18383-185764,"5175 E Clinton Wy, Fresno, CA",36.76678947104659,-119.71920809910871
1346,7010 N. Cedar Avenue,Fresno,CA,26747-245268,"7010 N. Cedar Avenue, Fresno, CA",36.83780160186403,-119.75407422296198
1347,704 West Shaw Avenue,Fresno,CA,5347-108676,"704 West Shaw Avenue, Fresno, CA",36.80846670736921,-119.80600188144543
1348,2088 W. Shaw Avenue,Fresno,CA,16952-168745,"2088 W. Shaw Avenue, Fresno, CA",36.8083538659251,-119.82811499923004
1350,5740 N Blackstone Ave,Fresno,CA,24580-235452,"5740 N Blackstone Ave, Fresno, CA",36.821824036141216,-119.79025378940281
1351,7600 N Blackstone Ave,Fresno,CA,76334-92521,"7600 N Blackstone Ave, Fresno, CA",36.845528937449394,-119.790502557014
1353,741 E Olive Avenue,Fresno,CA,5471-1581,"741 E Olive Avenue, Fresno, CA",36.757738,-119.802568
1354,9505 North Sommerville Drive,Fresno,CA,8108-95570,"9505 North Sommerville Drive, Fresno, CA",36.87598494184276,-119.74397917604634
1355,6893 North Golden State Blvd.,Fresno,CA,48038-261065,"6893 North Golden State Blvd., Fresno, CA",36.8367840678232,-119.9215833468337
1356,7658 N. Blackstone Ave.,Fresno,CA,5375-1059,"7658 N. Blackstone Ave., Fresno, CA",36.84576142655999,-119.7905188720393
1357,7010 North Marks Avenue,Fresno,CA,28904-251364,"7010 North Marks Avenue, Fresno, CA",36.83749660276117,-119.8473190564427
1358,3045 E. Tulare St,Fresno,CA,2824-92107,"3045 E. Tulare St, Fresno, CA",36.6265486,-119.6745737
1360,790 W. Palmdon Dr,Fresno,CA,9291-72421,"790 W. Palmdon Dr, Fresno, CA",36.83685932258022,-119.80455825100452
1361,3181 W Shaw,Fresno,CA,5472-1181,"3181 W Shaw, Fresno, CA",36.8088048,-119.6707553
1362,5638 E Kings Canyon Rd,Fresno,CA,74610-89802,"5638 E Kings Canyon Rd, Fresno, CA",36.73448965,-119.69843175446405
1363,318 E. Shaw Avenue,Fresno,CA,6973-88409,"318 E. Shaw Avenue, Fresno, CA",36.808458819072364,-119.783066479109
1364,4171 E Ashlan Ave,Fresno,CA,6811-82305,"4171 E Ashlan Ave, Fresno, CA",36.79422229159451,-119.75513516759938
1365,5347 N. Blackstone Avenue,Fresno,CA,6975-3150,"5347 N. Blackstone Avenue, Fresno, CA",36.81462085757314,-119.79049331645878
1366,5150 N Maple Ave,Fresno,CA,70380-92062,"5150 N Maple Ave, Fresno, CA",36.7454584,-119.7454567
1367,619 E. Shaw Ave.,Fresno,CA,28333-250144,"619 E. Shaw Ave., Fresno, CA",36.80847477384162,-119.77651111962977
1368,6655 N Riverside Dr.,Fresno,CA,21583-196509,"6655 N Riverside Dr., Fresno, CA",36.8401766,-119.9107753
1369,1595 N. Peach Avenue,Fresno,CA,7961-95592,"1595 N. Peach Avenue, Fresno, CA",36.811992935407645,-119.71872410003938
1370,9423 N. Fort Washington Road,Fresno,CA,6974-89380,"9423 N. Fort Washington Road, Fresno, CA",36.8723504,-119.7796243
1373,147 E. Imperial Highway,Fullerton,CA,6671-17216,"147 E. Imperial Highway, Fullerton, CA",33.91730938489598,-117.92371065639121
1374,1137 S. Harbor Blvd.,Fullerton,CA,5823-7308,"1137 S. Harbor Blvd., Fullerton, CA",33.8628839,-117.9242827
1375,1893 W Malvern Ave,Fullerton,CA,20870-208190,"1893 W Malvern Ave, Fullerton, CA",33.8747953,-117.9396081
1376,800 N State College Blvd,Fullerton,CA,70070-103406,"800 N State College Blvd, Fullerton, CA",33.883091949999994,-117.88522381585213
1377,800 N State College Blvd,Fullerton,CA,19633-178489,"800 N State College Blvd, Fullerton, CA",33.883091949999994,-117.88522381585213
1378,2291 West Malvern Avenue,Fullerton,CA,73503-58919,"2291 West Malvern Avenue, Fullerton, CA",33.8747953,-117.9396081
1379,444 Harbor Blvd.,Fullerton,CA,5841-27067,"444 Harbor Blvd., Fullerton, CA",33.861558,-117.9242129
1380,1201 South Euclid Street,Fullerton,CA,19829-166024,"1201 South Euclid Street, Fullerton, CA",33.8602673,-117.942165
1381,1930 N Placentia Ave,Fullerton,CA,73502-69562,"1930 N Placentia Ave, Fullerton, CA",33.89765377551021,-117.872469
1382,3362 Yorba Linda Blvd,Fullerton,CA,541-91363,"3362 Yorba Linda Blvd, Fullerton, CA",33.88836218670736,-117.86665033279834
1383,200 W Orangethorpe Ave,Fullerton,CA,24595-237150,"200 W Orangethorpe Ave, Fullerton, CA",33.85935796180325,-117.92649955187858
1384,505 N. State College Blvd.,Fullerton,CA,5525-1668,"505 N. State College Blvd., Fullerton, CA",33.8747911,-117.8900264
1385,11861 Valley View St,Garden Grove,CA,74575-82501,"11861 Valley View St, Garden Grove, CA",33.79006495,-118.02920951471879
1386,12452 Valley View Street,Garden Grove,CA,16779-161664,"12452 Valley View Street, Garden Grove, CA",33.78144966439084,-118.02974157090678
1387,13831 Brookhurst St,Garden Grove,CA,27549-237604,"13831 Brookhurst St, Garden Grove, CA",33.7804382,-117.958454
1388,13172 Garden Grove,Garden Grove,CA,11228-101110,"13172 Garden Grove, Garden Grove, CA",33.7741071,-117.956236
1389,13992 Brookhurst Street,Garden Grove,CA,22635-222685,"13992 Brookhurst Street, Garden Grove, CA",33.7804382,-117.958454
1390,13471 Magnolia St.,Garden Grove,CA,10136-96989,"13471 Magnolia St., Garden Grove, CA",33.7662363,-117.9725398
1391,12711 Brookhurst Street,Garden Grove,CA,17416-164226,"12711 Brookhurst Street, Garden Grove, CA",33.77903168497641,-117.9585143631096
1392,11999 Harbor Blvd,Garden Grove,CA,75548-38899,"11999 Harbor Blvd, Garden Grove, CA",33.7859041,-117.914957
1393,12015 Harbor Blvd,Garden Grove,CA,75530-46519,"12015 Harbor Blvd, Garden Grove, CA",33.7876531,-117.9171860887931
1394,11001 Chapman Avenue,Garden Grove,CA,6669-65900,"11001 Chapman Avenue, Garden Grove, CA",33.7885049,-117.9710787
1395,1258 W Redondo Beach Blvd,Gardena,CA,5644-2381,"1258 W Redondo Beach Blvd, Gardena, CA",33.892221362152064,-118.29731092170744
1396,1346 West Rosecrans Avenue,Gardena,CA,25053-238705,"1346 West Rosecrans Avenue, Gardena, CA",33.901842002466005,-118.29969003117264
1397,1759 W. Artesia Blvd.,Gardena,CA,5645-1961,"1759 W. Artesia Blvd., Gardena, CA",33.87272953030303,-118.30807710606061
1399,795 First Street,Gilroy,CA,5364-906,"795 First Street, Gilroy, CA",37.0134485,-121.5811738
1401,905 1st St,Gilroy,CA,74496-96838,"905 1st St, Gilroy, CA",37.0144336,-121.5889522
1402,7050 Camino Arroyo,Gilroy,CA,29569-254305,"7050 Camino Arroyo, Gilroy, CA",37.0116821,-121.5568151
1403,6705 Camino Arroyo,Gilroy,CA,27520-245414,"6705 Camino Arroyo, Gilroy, CA",36.99995505,-121.55460169134597
1404,6865 Camino Arroyo,Gilroy,CA,2889-93177,"6865 Camino Arroyo, Gilroy, CA",37.0116821,-121.5568151
