,name,type,formed,location_x,stage,company,acquired,searchfund_index,searchWebsite,companyWebsite,industry,location_y,searchers,investors,associates
786,ArchBeacon  ,Traditional,,NJ,Explore,,,1564,,,,,['Aarthi\xa0Raj'],[],[]
787,ZSB Investments LLC  ,Self Funded,20201123,"Columbus, OH, USA",Search,,,1820,zsbinvestments.com,,,,['Peyton\xa0Zachrich'],[],[]
788,Roble Capital Partners  ,Traditional,20200901,"Boston, Massachusetts, United States",Search,,,2076,https://roblecp.com/,,,,['Cristian\xa0Villamizar'],"['Guillermo\xa0Zambrano', 'Angel\xa0Alvarez Cadavieco', 'Javier\xa0Paez', 'JAIME\xa0ALATORRE BENARD ', 'Jose\xa0Antonio Fernandez Carbajal ', 'Jose Antonio\xa0Fernandez Garza-Laguera ', 'MARIO\xa0SICILIA BENARD ', 'SANTIAGO\xa0PEREZ TEUFFER L ', 'David\xa0Dodson', 'Susan\xa0Pohlmeyer', 'Stephen\xa0Clearman', 'Tushar\xa0Shah', 'Daniel\xa0Fernandez ', 'Coley\xa0Andrews', 'Jim\xa0Southern', 'Kevin\xa0Oxendine', 'Chris\xa0Hendriksen', 'Keith\xa0Gross', 'Craig\xa0Cogut ', 'David\xa0Cogut ', 'Joel\xa0Haney ', 'Gerald\xa0Risk', 'Sara\xa0Rosenthal', 'Jan\xa0Simon', 'Kristoff\xa0Puelinckx']",[]
789,Tidewater Partners  ,Traditional,20040101,"Atlanta, GA, United States",Inactive,,,541,,,,,"['Alisher\xa0Ashurov', 'Ben\xa0Mednick']",[],[]
790,Huntstone Capital  ,Traditional,20190530,"Toronto, ON, Canada",Search,,,1053,https://huntstonecapital.com,,,,['Matt\xa0Stone'],"['Duane\xa0Phillips ', 'Mark\xa0MacPherson ', 'Neil\xa0Mohammed ', 'Carlos\xa0Saez', 'Michael\xa0Miles', 'Tomas\xa0Bergstrand', 'Jon\xa0Piurko', 'Glen\xa0Silvestri', 'Bill\xa0Egan ', 'Mark\xa0Egan ', 'Mario\xa0Nigro', 'Peter\xa0Schober', 'Kenneth\xa0Krajewski', 'Amit\xa0Katarya', 'Andreas\xa0Bodmeier']",[]
791,Lucania Capital  ,Traditional,20191201,"Vancouver, BC, Canada",Explore,,,1309,,,,,['Ryan\xa0Fetterly'],[],[]
792,Agogo Capital  ,Self Funded,20190801,"Montreal, QC, Canada",Search,,,1565,agogocapital.com,,,,['Stephane\xa0Remy'],[],[]
793,Amanda Debruyn  ,Self Funded,20210104,"Montreal, QC, Canada",Search,,,1821,www.amandadebruyn.com,,,,['Amanda\xa0Debruyn'],[],[]
794,Mount Koya Capital  ,Traditional,,"Los Angeles, CA, USA",Search,,,2077,https://www.mountkoyacapital.com/,,,,['Sean\xa0Voigt'],"['Dave\xa0Carver ', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Todd\xa0Tracey']",[]
795,Victoria Capital Partners  ,Traditional,20160303,"Madrid, España",Raise,,,286,http://www.victoriaep.com/,,,,['Eduardo\xa0Echecopar'],[],[]
796,Iowa Style Search  ,Traditional,20180101,"Seattle, WA, United States",Inactive,,,798,iowastylesearch.com,,,,['Tyler\xa0Liechty'],[],[]
797,SeventeenOtis,Self Funded,20191201,"Dallas, TX, USA",Explore,,,1310,www.seventeenotis.com,,,,[],[],[]
798,Janus Capital ,Self Funded,,"New York, NY, USA",Search,,,1566,www.janus-capital.com,,,,['Gil\xa0Bolotin'],[],[]
799,Kaoba Capital Partners  ,Traditional,20201027,"Bogota, Colombia",Search,,,1822,https://www.kaobacapitalpartners.com/,,,,['David\xa0Williamson'],['Antoine\xa0Crettex '],[]
800,Hamilton Hall  ,Traditional,20190801,"Fort Wayne, Indiana, United States",Search,,,2078,,,,,['Jeff\xa0Brewer'],"['Dave\xa0Carver ', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Todd\xa0Tracey']",[]
801,Tagus Capital  IESE Business School,Traditional,20161101,"Madrid, España",Search,,,287,http://www.taguscapital.com/,,,,"['Joaquin\xa0Castillo', 'Fernando\xa0Alfaro Uriarte ']","['León\xa0Bartolomé ', 'Simon\xa0Webster', 'Jürgen\xa0Rilling ', 'Rob\xa0Johnson ', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Jorge\xa0Maortua ', 'Jose\xa0M Cabiedes ', 'Luis\xa0Cabiedes', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Will\xa0Thorndike', 'Frank\xa0Kenny ', 'María\xa0Castillo ', 'Maria\xa0Healy ', 'Simon\xa0Bores ', 'José\xa0Barreiro ', 'Luis\xa0Navarro ', 'Daniel\xa0Losantos ', 'Bill\xa0Egan ', 'Jan-Henning\xa0Woitschatzke', 'Felipe\xa0García Quiros ', 'Ignacio\xa0Alonso ', 'Francisco\xa0Galiana ', 'José\xa0M. Jeréz ', 'Marcelo\xa0Castro Zappa', 'Miguel\xa0 Albero ', 'Miguel Angel\xa0Cestero de Francisco ']",[]
802,Growth Tree Capital  ,Traditional,20180101,"Detroit, MI, United States",Raise,,,799,growthtreecapital.com,,,,['Sashank\xa0Musti'],[],[]
803,SeventeenOtis,Self Funded,20191201,"Dallas, TX, USA",Explore,,,1311,www.seventeenotis.com,,,,[],[],[]
804,Edgehill Legacy Partners  ,Traditional,,"Austin, TX, USA",Inactive,,,1567,,,,,['Chris\xa0Patrick'],[],[]
805,Northern Pine Partners  ,Traditional,20200601,"San Francisco, CA, USA",Search,,,2079,https://www.northernpinepartners.com/,,,,['Carla\xa0Larin'],"['Dave\xa0Carver ', 'Rich\xa0Kelley', 'Jim\xa0Edmunds', 'Todd\xa0Tracey', 'Ashley\xa0Giesler', 'Jeff\xa0Stevens', 'Kevin\xa0Oxendine', 'Gerald\xa0Risk', 'Sara\xa0Rosenthal', 'Peter\xa0Kelly', 'Will\xa0Bressman', 'G.J.\xa0King ', 'Lacey\xa0Wismer', 'Kent\xa0Weaver', 'Ryan\xa0Robinson ', 'Lucas\xa0Braun', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Andrew\xa0Saltoun ', 'Doug\xa0Tudor ', 'Alex\xa0Gelman', 'Tiffany\xa0Augustyn']",[]
806,"Changemaker Capital Partners  University of California, Los Angeles",Traditional,20140625,"Washington, DC, United States",Inactive,,,32,http://www.changemakercapital.com,,,,['Max\xa0Prilutsky'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Will\xa0Thorndike', 'Joe\xa0Niehaus', 'Jim\xa0Edmunds', 'Rich\xa0Kelley', 'David\xa0Carver', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell"", 'Richard\xa0Augustyn', 'Larry\xa0Dunn', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Tomas\xa0Bergstrand', 'Bob\xa0Oster ', 'Scott\xa0Asen', 'Kent\xa0Weaver', 'Tim\xa0Ludwig', 'Gerald\xa0Risk', 'Kevin\xa0Taweel', 'Mark\xa0Hilderbrand ', 'Greg\xa0Matthews', 'Grant\xa0Schafle']",[]
807,Planalto Capital  ,Traditional,20160401,"Lisboa, Portugal",Search,,,288,http://www.planaltocapital.com/,,,,['Joao\xa0Diogo Stoffel '],"['León\xa0Bartolomé ', 'Jose\xa0M Cabiedes ', 'Rui\xa0Stoffel Fernandes', 'Rui\xa0Filinto Stoffel ', 'Joao\xa0Coelho Borges ', 'José\xa0Barreiro ', 'Jorge\xa0Maortua ', 'Luis\xa0Navarro ', 'Alberto\xa0Knapp Bjeren ', 'Ignacio\xa0Alonso ', 'Felipe\xa0García Quiros ', 'Jürgen\xa0Rilling ', 'Jochen\xa0Klemmer ', 'Dr. Thomas\xa0Bühler', 'Gernot\xa0Eisinger ', 'Jan-Henning\xa0Woitschatzke', 'Will\xa0Thorndike', 'Sandro\xa0Mina', 'Martin\xa0Steber', 'Scott\xa0Asen', 'Rob\xa0Johnson ', 'Coley\xa0Andrews', 'Matthew\xa0Fairfield ', 'Simon\xa0Webster', 'Frank\xa0Kenny ', 'Francisco\xa0Galiana ', 'José\xa0M. Jeréz ', 'Marcelo\xa0Castro Zappa', 'Miguel\xa0 Albero ', 'Miguel Angel\xa0Cestero de Francisco ']",['Mariya\xa0Belcheva']
808,Rare Bird Capital  ,Self Funded,20170401,"San Antonio, Texas, USA",Inactive,,,800,http://www.rarebirdcapital.com/,,,,['Alison\xa0Telles'],[],[]
809,Bell Valley Capital,Traditional,20190115,"Toronto, ON, Canada",Explore,,,1056,http://bellvalleycapital.com/,,,,[],[],[]
810,SeventeenOtis  ,Self Funded,20200801,"Dallas, TX, USA",Search,,,1312,https://www.seventeenotis.com/,,,,['Karl\xa0Kulling'],[],[]
811,Tenmore Investments  ,Traditional,20200801,"Portland, OR, USA",Explore,,,1568,,,,,['Cam\xa0Hering'],[],[]
812,J Capital ,Self Funded,,"Madrid, Spain",Search,,,1824,www.jcapitalpartners.com,,,,['Fernando\xa0Tous'],[],[]
813,Fairfield Enterprises  ,Traditional,20210101,"New York, New York, United States",Search,,,2080,https://www.fairfield.enterprises/,,,,['Benjamin\xa0Tagoe'],"['Coley\xa0Andrews', 'Jim\xa0Southern', 'Kevin\xa0Oxendine', 'Chris\xa0Hendriksen', 'Joel\xa0Peterson', 'Clint\xa0Peterson', 'Chase\xa0Jardine', 'Richard\xa0Augustyn', 'Lawrence\xa0Dunn ', 'Tiffany\xa0Augustyn', 'Jason\xa0Pananos', 'Jay\xa0Davis', 'Gerald\xa0Risk', 'Sara\xa0Rosenthal', 'Andrew\xa0Saltoun ', 'Alex\xa0Gelman', 'Kirill\xa0Gelman ']",[]
814,POPPY CAPITAL  ,Traditional,20180315,"San Diego, CA, USA",Search,,,801,,,,,['Craig\xa0Misrach'],"['Larry\xa0Dunn', 'Richard\xa0Augustyn', ""MK\xa0O'Connell"", 'Matt\xa0Friesl ', 'Joe\xa0Niehaus', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Carlos\xa0Saez', 'Michael\xa0Miles', 'Ted\xa0McCarthy', 'Craig\xa0Jones', 'Tomas\xa0Bergstrand', 'Brad\xa0Brown']",[]
815,Heartland Legacy Fund  ,Self Funded,20181114,"Colorado, USA",Search,,,1057,http://www.heartlandlegacyfund.com/,,,,['Drew\xa0Powell'],[],[]
816,Yifan Capital  ,Self Funded,20191205,"Taipei, Taiwan",Search,,,1313,,,,,['Yun-fan\xa0Chen'],[],[]
817,Brannan Capital ,Self Funded,20200106,"St. Louis, MO, USA",Search,,,1569,,,,,['Patrick\xa0Brannan'],[],[]
818,Kendall Park Partners LLC (KP2)  ,Traditional,20200901,"Chicago, Illinois, United States",Search,,,2081,https://www.kp-2.com/,,,,['Brian\xa0Santana De La Rosa'],"['Joel\xa0Peterson', 'Max\xa0Artz', 'Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Royce\xa0Yudkoff', 'Richard\xa0Ruback ', 'Richard\xa0Augustyn', 'Lawrence\xa0Dunn ', 'Tiffany\xa0Augustyn', 'Jay\xa0Davis', 'Jason\xa0Pananos', 'Ed\xa0Weisiger ', 'Badge\xa0Stone', 'José\xa0Stella', 'Rafael\xa0Somoza', 'Kent\xa0Weaver', 'Rick\xa0Gustafson ', 'Alex\xa0Gelman', 'Andrew\xa0Saltoun ', 'Ian\xa0Cahn-Fuller']",[]
819,Tramontana Capital Partners  IE Business School,Traditional,20160801,"London, United Kingdom",Search,,,290,www.tramontanaltd.com,,,,['Javier\xa0Olaso '],"['Timothy\xa0Cosulich ', 'Andrew\xa0Schemmel', 'Antonio\xa0Tuñon ', 'Luis\xa0Olaso ', 'Yeok\xa0Kooi ', 'Ignacio\xa0Alonso ', 'Felipe\xa0García Quiros ', 'Saray\xa0Muñoz ', 'Alvaro\xa0Arguelles ', 'Luis\xa0Vazquez ', 'Francisco\xa0Galiana ', 'Jorge\xa0Maortua ', 'Marcelo\xa0Castro Zappa', 'Miguel\xa0 Albero ', 'Miguel Angel\xa0Cestero de Francisco ']",[]
820,Lombardy  ,Traditional,20140101,"Palo Alto, CA, United States",Inactive,,,546,,,,,['Pradyumna\xa0Gupta '],[],[]
821,Drip Capital  ,Traditional,20191202,"New York, NY, USA",Raise,,,1314,,,,,['Nick\xa0McClish'],[],[]
822,PathWell  ,Traditional,20200708,"New York, NY, USA",Search,,,1570,,,,,['Andrew\xa0Quinn'],[],[]
823,Mike Lukach  ,Self Funded,20210308,"Champaign, IL, USA",Search,,,1826,,,,,['Mike\xa0Lukach'],[],[]
824,Trinity Forest Partners  ,Traditional,20200901,"Phoenix, Arizona, United States",Search,,,2082,https://www.trinityforestpartners.com/,,,,['D. R.\xa0Rockwell'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Vince\xa0Vo ', 'Greg\xa0Matthews', 'Mike\xa0Mahre ', 'Richard\xa0Augustyn', 'Lawrence\xa0Dunn ', 'Tiffany\xa0Augustyn', 'Lacey\xa0Wismer', 'Coley\xa0Andrews', 'Jim\xa0Southern', 'Kevin\xa0Oxendine', 'Chris\xa0Hendriksen', 'Sara\xa0Rosenthal', 'Alex\xa0Gelman', 'G.J.\xa0King ', 'Will\xa0Bressman', 'Keith\xa0Burns', 'Michael\xa0Curry', 'Jay\xa0Davis', 'Jason\xa0Pananos', 'José\xa0Stella', 'Rafael\xa0Somoza', 'Lucas\xa0Braun', 'Ryan\xa0Robinson ', 'Kent\xa0Weaver', 'Nick\xa0Mansour']",[]
825,Mapa Participação  ,Traditional,20160601,"Rio de Janeiro - State of Rio de Janeiro, Brazil",Search,,,547,http://www.mapaparticipacao.com.br/,,,,"['André\xa0Lago Jakurski ', 'Octavio\xa0Milliet ']","['André\xa0Roberto Jakurski ', 'Grupo\xa0Olsix ', '\xa0Guilherme Affonso Ferreira ', 'Peter\xa0George O´Donnell ', 'Raphael\xa0Klein ']",[]
826,Clarence Bridge Capital  ,Traditional,20180201,"London, UK",Search,,,803,www.clarencebridgecapital.com,,,,['David\xa0Vallero'],[],[]
827,Albaron Growth Partners ,Traditional,,"New York, NY, USA",Explore,,,1315,,,,,['Andrew\xa0Provost'],[],[]
828,Groe Capital LLC  ,Single Sponsor,20200808,"Okinawa, Japan",Explore,,,1571,www.groecapital.com,,,,['Alantheus\xa0Thompson'],[],[]
829,Great Lion Healthcare  ,Traditional,,"Atlanta, GA, USA",Search,,,1827,N/A,,,,['Barukh\xa0Aronov'],[],[]
830,WhiteHorn Partners  ,Traditional,20181001,"Austin, Texas, United States",Search,,,2083,https://www.whitehornpartners.com/,,,,"['Taylor\xa0Babcock', 'Connor\xa0Babcock']",[],[]
831,Clear Bridge ,Self Funded,20170501,"Toluca Lake, CA 91602, USA",Search,,,804,https://www.clearbridgellc.net/,,,,['Ehsan\xa0Bazaz'],"['Jim\xa0Sharpe', 'John\xa0Harbison ', 'Josh\xa0Nevin']","['Ehsan\xa0Abbaszadeh', 'Andrew\xa0Hang ', 'Ish\xa0Hunanyan ', 'An\xa0Vo ']"
832,H2A Capital,Traditional,,Dubai - United Arab Emirates,Explore,,,1572,,,,,[],[],[]
833,Alpinuum Partners  ,Traditional,20210601,"Vienna, Austria",Raise,,,1828,,,,,"['Richard\xa0Haymerle', 'Nikolaus\xa0Blaschke']",[],[]
834,Aviano Capital,Traditional,20210101,"Greenwich, Connecticut, United States",Search,,,2084,https://avianocapital.com/,,,,[],[],[]
835,David De Ridder - Search Fund  ,Traditional,20120601,"Stanford, CA, United States",Inactive,,,549,,,,,['David\xa0De Ridder'],[],[]
836,Tractus Capital  ,Traditional,20200113,"São Paulo, State of São Paulo, Brazil",Search,,,1317,www.tractuscapital.com,,,,"['Rodrigo\xa0Eddine', 'Lucas\xa0Fiuza']",[],[]
837,H2A Capital  ,Traditional,,Dubai - United Arab Emirates,Explore,,,1573,,,,,['Alwi\xa0Alkaff'],[],[]
838,Wright Place Search Partners ,Traditional,,"Nags Head, NC, USA",Explore,,,1829,,,,,['Andrew\xa0Diaz'],[],[]
839,Aviano Capital  ,Traditional,20210101,"Greenwich, Connecticut, United States",Search,,,2085,https://avianocapital.com/,,,,['Ryan\xa0Meehan'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'Vince\xa0Vo ', 'Greg\xa0Matthews', 'Mike\xa0Mahre ', 'Ed\xa0Weisiger ', 'Badge\xa0Stone', 'Macon\xa0Carroll', 'Walker\xa0Hobson', 'Ted\xa0Baxa', 'Joel\xa0Peterson', 'Clint\xa0Peterson', 'Will\xa0Thorndike', 'Andy\xa0Love', 'Brad\xa0Buser', 'B.A.\xa0Cullum', 'Richard\xa0Augustyn', 'Lawrence\xa0Dunn ', 'Tiffany\xa0Augustyn', 'Craig\xa0Burr ', 'Matthew\xa0Burr', 'Mark\xa0Sinatra', 'Paul\xa0Davies', 'Rene\xa0Lajous', 'Natalie\xa0Cryer', 'George\xa0Vankovic ']",[]
840,Crest Point LLC  ,Traditional,20141101,"Los Angeles, CA, United States",Search,,,294,http://crestpointllc.com/,,,,"['Bramley\xa0Johnson ', 'Phil\xa0Leathers']","['Scott\xa0Asen', 'Bill\xa0Egan ', 'Craig\xa0Burr ', 'Rob\xa0Johnson ', 'Frank\xa0Kenny ', 'Ted\xa0McCarthy', 'Sandro\xa0Mina', 'Maurice\xa0Pinto ', 'Kirk\xa0Riedinger', 'Gerald\xa0Risk', 'Peter\xa0Schober', 'Martin\xa0Steber', 'Simon\xa0Webster', 'Jan-Henning\xa0Woitschatzke']","['Matthew\xa0McMahon ', 'Michael\xa0Cheng', 'Naveen\xa0Rajur ']"
841,Healthcare SF  ,Traditional,20160707,"London, United Kingdom",Inactive,,,550,,,,,['Lee\xa0Taylor'],[],[]
842,WonderBrands Capital  ,Traditional,,"Chicago, IL, USA",Explore,,,1318,,,,,['Johnni\xa0Rodgers'],[],[]
843,Road Capital  ,Traditional,20210201,"Barcelona, España",Search,,,1574,www.roadcapital.es,,,,['Jordi\xa0Frigola'],"['Juan Luis\xa0Manaute', 'Franc\xa0Gómez-Landero', 'Rajesh\xa0Sood ', 'Jose\xa0M Cabiedes ', 'José\xa0Barreiro ']",[]
844,River Partners  ,Traditional,20190101,"Medellín, Medellin, Antioquia, Colombia",Search,,,1063,https://www.riverpartners.co,,,,"['Luis\xa0Peláez', 'Jose Pablo\xa0Betancourt']",[],[]
845,Solert Capital  ,Self Funded,20191205,"Minsk, Belarus",Search,,,1319,https://solertcapital.com/,,,,['Uladzimir\xa0Behunkou'],[],[]
846,Duval Capital  ,Single Sponsor,20200301,"Milwaukee, WI, USA",Explore,,,1575,,,,,['Santiago\xa0Duval'],[],[]
847,GB LLP  ,Traditional,20191106,"London, UK",Explore,,,1831,,,,,['Gabriel\xa0Bacha'],[],[]
848,"Arcadia Legacy, LLC  ",Self Funded,20210501,"Chicago, IL, USA",Search,,,2087,https://www.arcadialegacy.com/,,,,['Michael\xa0Young'],[],[]
849,Newton Tree Capital  ,Self Funded,20170707,"Pomfret, CT, USA",Search,,,808,www.newtontreecapital.com,,,,['David\xa0Mungai'],[],[]
850,Staircase Capital  ,Traditional,20180701,"Los Angeles, CA, USA",Search,,,1064,http://staircasecap.com/,,,,"['Mike\xa0Wu', 'Tyler\xa0Rachal ']",[],[]
851,Kingsway CAP I  ,Single Sponsor,20200817,"Palo Alto, CA, USA",Search,,,1576,http://www.kingsway-financial.com/,,,,['Timi\xa0Okah'],[],[]
852,Aqua Capital Partners  ,Traditional,20210401,"Madrid, España",Search,,,1832,www.aquacapital.es,,,,"['Alberto\xa0Salas', 'Alejandro\xa0Gutierrez']",[],[]
853,White Dove Equity  ,Self Funded,,"Chicago, IL, USA",Search,,,2088,,,,,['Michael\xa0Korobov'],[],[]
854,Glanstone Capital  ,Traditional,20130601,"New York, NY, United States",Inactive,,,41,http://glanstone.com/,,,,['Igor\xa0Klebanov'],"['Jeff\xa0Stevens', 'Will\xa0Thorndike', 'Jim\xa0Wilder', 'Lacey\xa0Wismer', 'Stephen\xa0Clearman', 'Tushar\xa0Shah', ""MK\xa0O'Connell"", ""Michael F\xa0O'Connell"", 'Coley\xa0Andrews', 'Jim\xa0Southern', 'Bill\xa0Egan ', 'Robert\xa0Dahl ', 'Craig\xa0Burr ', 'Jim\xa0Johnson', 'Kent\xa0Weaver', 'Malcom\xa0Macintyre', 'Marc\xa0Rowan ', 'Matthew\xa0Burr', 'Matt\xa0Diamond', 'Parag\xa0Pande', 'Richard\xa0Augustyn', 'Scott\xa0Asen', 'Todd\xa0Sandoz ', 'Ashley\xa0Giesler', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Larry\xa0Dunn']",[]
855,"Search Fund Capital, LLC  ",Traditional,20070101,"Los Altos, CA, United States",Inactive,,,553,,,,,['Matt\xa0Barnard'],[],[]
856,Sharp End Growth Partners  ,Traditional,20181101,"Los Angeles, CA, USA",Search,,,1065,https://sharpendgrowth.com/,,,,['Samuel\xa0Swan'],"['Scott\xa0Alderman', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Rameez\xa0Ansari ', 'Steve\xa0Lau ']",[]
857,San Juan Bay Capital  ,Self Funded,191218,Puerto Rico,Search,,,1321,sanjuanbaycapital.com,,,,['Jaime\xa0Arias'],[],[]
858,Annahvale Capital ,Traditional,,"New Jersey, USA",Raise,,,1577,www.annahvalecapital.com,,,,['Hector\xa0Chifungo'],[],[]
859,"Enduring Businesses, LLC  ",Self Funded,20210101,"Portland, OR, USA",Search,,,1833,www.enduringbusinesses.com,,,,['Sam\xa0Chase'],[],[]
860,Palmetto Mountain  ,Self Funded,20180901,"St. Louis, MO, USA",Search,,,2089,,,,,['Scott\xa0Alexander'],[],[]
861,Garos Capital  ,Traditional,20170501,"São Paulo - State of São Paulo, Brazil",Search,,,554,http://www.garoscapital.com.br/,,,,['Oswaldo\xa0Garcia'],"['Tomas\xa0Bergstrand', 'Jamie\xa0Turner ', 'Kirk\xa0Riedinger', 'Kent\xa0Weaver', 'Will\xa0Thorndike', 'Ashley\xa0Giesler', 'Jeff\xa0Stevens', 'Coley\xa0Andrews', 'Gerald\xa0Risk', 'Eduardo\xa0Musa', 'Rafael\xa0Somoza', 'José\xa0Stella', 'Rafael\xa0Bassani', 'Ricardo\xa0Kanitz ', 'León\xa0Bartolomé ', 'Jose\xa0M Cabiedes ', 'Jason\xa0Luther', 'Greg\xa0Matthews', 'Grant\xa0Schafle', 'Francisco\xa0Galiana ', 'José\xa0M. Jeréz ', 'Jorge\xa0Maortua ', 'Marcelo\xa0Castro Zappa', 'Miguel\xa0 Albero ', 'Miguel Angel\xa0Cestero de Francisco ']","['Caio\xa0Kimura', 'Rodolfo\xa0Bianchi ', 'Gabriel\xa0Taborda ']"
862,Arven Capital Partners  ,Traditional,20180208,"London, UK",Search,,,810,https://arven.capital/,,,,"['Richard\xa0Challis', 'Daniel\xa0Potgieter']","['Sandro\xa0Mina', 'Martin\xa0Steber', 'Nicolas\xa0Lulli', 'Blake\xa0Winchell ', 'Brett\xa0Byers ']",[]
863,Voyager Equity  ,Traditional,20190411,"Sydney NSW, Australia",Search,,,1066,www.voyagerequity.com.au,,,,['Alexander\xa0Simmons'],"['Sandro\xa0Mina', 'Martin\xa0Steber']",[]
864,Lusk Reserves  ,Traditional,20191201,"Atlanta, GA, USA",Search,,,1322,https://www.luskreserves.com/,,,,['Michael\xa0Dames'],[],[]
865,Edgehill Legacy Partners  ,Traditional,20200807,"Austin, TX, USA",Inactive,,,1578,http://edgehill-legacy.com/,,,,['Brock\xa0Vaughn'],[],[]
866,Davos Capital  ,Self Funded,20181001,"Warsaw, Mazowieckie, Poland",Search,,,2090,,,,,['Aleksander\xa0Jóźwik'],[],[]
867,Auxano Capital Partners  ,Single Sponsor,20150707,"San Francisco, CA, United States",Inactive,,,43,http://www.auxano-cp.com/,,,,"['Rodolphe\xa0Brumm', 'Luca\xa0Toscani']",[],[]
868,Dolomites Capital  ,Self Funded,20171004,"Milan, Metropolitan City of Milan, Italy",Search,,,299,inactive: http://dolomitescapital.com/,,,,['Christian\xa0Paone'],[],[]
869,Transition Capital BVBA  ,Self Funded,20170401,"Brussels, Belgium",Search,,,555,https://transitioncapital.be/,,,,['Emmanuel\xa0Vandenbergh'],[],[]
870,Copper River Capital Partners  ,Traditional,20120101,"Chicago, IL, USA",Inactive,,,811,,,,,['Ardis\xa0Tabb'],"['Garnett\xa0Broy ', 'Matthew\xa0Schifberg ', 'Patrick\xa0Atwood', 'Adam\xa0van Heyligers ', 'Philip\xa0Vainikos', 'Radhika\xa0Jain ']",[]
871,Stegosaurus Ventures  ,Traditional,191121,"Durham, NC, USA",Inactive,,,1323,https://www.stegventures.com,,,,['Joseph\xa0Steigman'],[],[]
872,Edgehill Legacy Partners  ,Traditional,,"Austin, TX, USA",Inactive,,,1579,,,,,['Virginia\xa0Willis'],[],[]
873,Brevoort Company  ,Traditional,,"New York, NY, USA",Search,,,1835,,,,,['Katie\xa0Burleson'],[],[]
874,"Trudence, LLC  ",Traditional,20210701,"Boston, MA, USA",Explore,,,2091,trudencellc.com,,,,['Rishij\xa0Mewada'],[],[]
875,"Bayard Capital Partners, LLC  Carnegie Mellon University - Tepper School of Business",Traditional,20100901,"Pittsburgh, PA, United States",Inactive,,,300,http://www.bayardcapitalpartners.com/,,,"Pittsburgh, PA, United States",['Eben\xa0Adams'],[],[]
876,Magnus Oak Capital  Southwestern University,Self Funded,20160601,"Houston, TX 77098, United States",Search,,,556,http://www.magnusoakcapital.com/,,,,"['Austin\xa0Werner ', 'Gabriel\xa0Zamora']",[],[]
877,The Cavanaugh Company ,Traditional,20160101,"Ann Arbor, MI, USA",Search,,,812,https://www.thecavanaughcompany.com/,,,,['James\xa0Wiese'],[],[]
878,Tomahawk Digital Ventures,Self Funded,20200210,"Philadelphia, PA, USA",Inactive,,,1580,,,,,[],[],[]
879,TCG Partners Ltd  ,Traditional,20190729,"Toronto, ON, Canada",Raise,,,1836,www.tcgpartners.ca,,,,['Stefan\xa0Fernando'],[],[]
880,Golden Bear Capital  ,Self Funded,20210701,Los Angeles,Explore,,,2092,www.goldenbearcap.com,,,,['Tom\xa0Evans'],[],[]
881,Arcadian Capital Partners  London Business School,Traditional,20090301,"London, United Kingdom",Inactive,,,301,,,,,['Michael\xa0Bristow '],[],[]
882,Mohan Industrial Acquisition  ,Self Funded,20160101,"New York, NY, USA",Search,,,813,http://www.mohanacquisition.com/,,,,['Jay\xa0Kumar'],[],[]
883,Emerald Real Estate Group LTD  ,Traditional,20210317,"Dublin, Ireland",Raise,,,1837,www.EmeraldRealEstateGroup.ie,,,,['Ciaran\xa0Riordan'],[],[]
884,Astorian Capital  ,Traditional,20090601,"Portland, OR, United States",Inactive,,,302,,,,,['David\xa0Ambrose '],[],[]
885,"Decatur Road Capital, LLC  ",Traditional,20190101,"Atlanta, GA, USA",Search,,,1070,https://www.decaturroadcapital.com/,,,,['Dana\xa0Adams'],"['Jeff\xa0Stevens', 'Ashley\xa0Giesler', 'J.T.\xa0Fitzgerald', 'Sam\xa0Duprey ', 'Scott\xa0Alderman', 'Matthew\xa0Burr', 'Richard\xa0Augustyn', 'Lawrence\xa0Dunn ', 'Kent\xa0Weaver', 'Jim\xa0Southern', 'Coley\xa0Andrews', 'Cregg\xa0Baumbaugh', 'Mitch\xa0Cohen', 'Mark\xa0Anderegg']",[]
886,"Beam Reach Ventures, LLC  ",Self Funded,20190501,"Madrid, Spain",Search,,,1326,https://beamreachventures.com,,,,['Bjorn\xa0Beam '],[],[]
887,Halstead Ventures  ,Self Funded,,"Houston, TX, USA",Search,,,1582,www.halsteadventures.com,,,,['Aaron\xa0Walker'],"['Eli\xa0Drucker', 'Robert\xa0Graham', 'Steve\xa0Ressler']",[]
